TermID, Name, Frequency, PlotX, PlotY, LogSize, Uniqueness, Dispensability, Representative, Eliminated
"GO:0034508", "centromere complex assembly", 0.213, null, null, 1.591, 0.943, 0.691, 6333, True
"GO:0030261", "chromosome condensation", 0.241, null, null, 1.643, 0.950, 0.759, 6333, True
"GO:0043486", "histone exchange", 0.252, null, null, 1.663, 0.944, 0.779, 6333, True
"GO:0006334", "nucleosome assembly", 0.656, null, null, 2.072, 0.933, 0.855, 6333, True
"GO:0034728", "nucleosome organization", 0.869, null, null, 2.193, 0.939, 0.866, 6333, True
"GO:0007010", "cytoskeleton organization", 6.527, -6.191, -1.380, 3.066, 0.952, 0.472, -1, False
"GO:0098656", "anion transmembrane transport", 3.078, -3.071, 5.162, 2.740, 0.962, 0.472, -1, False
"GO:0006261", "DNA-dependent DNA replication", 0.729, -5.878, 2.298, 2.117, 0.968, 0.473, -1, False
"GO:0044409", "entry into host", 0.617, -2.513, -2.608, 2.045, 0.973, 0.474, -1, False
"GO:0052126", "movement in host environment", 0.645, null, null, 2.064, 0.973, 0.925, 44409, True
"GO:0035967", "cellular response to topologically incorrect protein", 0.835, -1.683, -6.786, 2.176, 0.909, 0.474, -1, False
"GO:0030968", "endoplasmic reticulum unfolded protein response", 0.589, null, null, 2.025, 0.882, 0.908, 35967, True
"GO:0000902", "cell morphogenesis", 3.813, 7.693, -1.404, 2.833, 0.918, 0.477, -1, False
"GO:0035239", "tube morphogenesis", 3.471, null, null, 2.792, 0.900, 0.575, 902, True
"GO:0048646", "anatomical structure formation involved in morphogenesis", 4.738, null, null, 2.927, 0.916, 0.603, 902, True
"GO:0009887", "animal organ morphogenesis", 5.058, null, null, 2.956, 0.892, 0.632, 902, True
"GO:0048844", "artery morphogenesis", 0.331, null, null, 1.778, 0.914, 0.652, 902, True
"GO:0048514", "blood vessel morphogenesis", 2.198, null, null, 2.594, 0.896, 0.824, 902, True
"GO:0050832", "defense response to fungus", 0.196, -2.597, -4.213, 1.556, 0.933, 0.477, -1, False
"GO:0002520", "immune system development", 3.510, 5.845, -1.557, 2.797, 0.873, 0.480, -1, False
"GO:0048193", "Golgi vesicle transport", 2.052, -2.999, 5.682, 2.565, 0.961, 0.482, -1, False
"GO:0006897", "endocytosis", 3.140, null, null, 2.749, 0.959, 0.537, 48193, True
"GO:0006887", "exocytosis", 4.385, null, null, 2.894, 0.957, 0.599, 48193, True
"GO:1901652", "response to peptide", 2.591, -0.191, -7.355, 2.666, 0.920, 0.483, -1, False
"GO:1901701", "cellular response to oxygen-containing compound", 5.759, null, null, 3.012, 0.910, 0.694, 1901652, True
"GO:0000165", "MAPK cascade", 2.086, -4.496, -5.125, 2.572, 0.914, 0.485, -1, False
"GO:0009725", "response to hormone", 4.357, -0.487, -7.234, 2.891, 0.917, 0.486, -1, False
"GO:0048545", "response to steroid hormone", 1.508, null, null, 2.431, 0.920, 0.645, 9725, True
"GO:0043434", "response to peptide hormone", 2.131, null, null, 2.581, 0.916, 0.745, 9725, True
"GO:0071396", "cellular response to lipid", 2.579, null, null, 2.664, 0.911, 0.762, 9725, True
"GO:0032870", "cellular response to hormone stimulus", 2.848, null, null, 2.707, 0.908, 0.809, 9725, True
"GO:0071375", "cellular response to peptide hormone stimulus", 1.480, null, null, 2.423, 0.910, 0.883, 9725, True
"GO:0003018", "vascular process in circulatory system", 1.357, 7.546, 1.351, 2.386, 0.955, 0.487, -1, False
"GO:0019229", "regulation of vasoconstriction", 0.336, null, null, 1.785, 0.901, 0.713, 3018, True
"GO:0008217", "regulation of blood pressure", 0.976, null, null, 2.243, 0.919, 0.798, 3018, True
"GO:0051493", "regulation of cytoskeleton organization", 2.877, -0.259, -1.820, 2.711, 0.953, 0.488, -1, False
"GO:0051130", "positive regulation of cellular component organization", 6.185, null, null, 3.043, 0.912, 0.558, 51493, True
"GO:2001251", "negative regulation of chromosome organization", 0.426, null, null, 1.886, 0.941, 0.561, 51493, True
"GO:0110053", "regulation of actin filament organization", 1.520, null, null, 2.435, 0.957, 0.653, 51493, True
"GO:0002460", "adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains", 1.469, 2.543, -3.611, 2.420, 0.915, 0.488, -1, False
"GO:0072538", "T-helper 17 type immune response", 0.062, null, null, 1.079, 0.935, 0.558, 2460, True
"GO:0002455", "humoral immune response mediated by circulating immunoglobulin", 0.936, null, null, 2.225, 0.905, 0.728, 2460, True
"GO:0061844", "antimicrobial humoral immune response mediated by antimicrobial peptide", 0.370, null, null, 1.826, 0.904, 0.746, 2460, True
"GO:0019730", "antimicrobial humoral response", 0.712, null, null, 2.107, 0.898, 0.797, 2460, True
"GO:0006956", "complement activation", 0.992, null, null, 2.250, 0.807, 0.826, 2460, True
"GO:0019724", "B cell mediated immunity", 1.133, null, null, 2.307, 0.908, 0.917, 2460, True
"GO:0051093", "negative regulation of developmental process", 4.704, 3.218, 5.062, 2.924, 0.910, 0.490, -1, False
"GO:0022603", "regulation of anatomical structure morphogenesis", 5.248, null, null, 2.972, 0.935, 0.581, 51093, True
"GO:0060537", "muscle tissue development", 1.503, 7.430, -2.193, 2.430, 0.920, 0.490, -1, False
"GO:0008544", "epidermis development", 2.288, null, null, 2.612, 0.916, 0.536, 60537, True
"GO:0048729", "tissue morphogenesis", 2.860, null, null, 2.708, 0.899, 0.583, 60537, True
"GO:0030855", "epithelial cell differentiation", 3.706, null, null, 2.821, 0.898, 0.624, 60537, True
"GO:0002064", "epithelial cell development", 1.049, null, null, 2.274, 0.909, 0.675, 60537, True
"GO:0060429", "epithelium development", 5.961, null, null, 3.027, 0.906, 0.699, 60537, True
"GO:0009913", "epidermal cell differentiation", 1.738, null, null, 2.493, 0.902, 0.737, 60537, True
"GO:0002009", "morphogenesis of an epithelium", 2.316, null, null, 2.617, 0.893, 0.751, 60537, True
"GO:0072175", "epithelial tube formation", 0.678, null, null, 2.086, 0.891, 0.788, 60537, True
"GO:0016331", "morphogenesis of embryonic epithelium", 0.751, null, null, 2.130, 0.886, 0.798, 60537, True
"GO:0060562", "epithelial tube morphogenesis", 1.609, null, null, 2.459, 0.880, 0.875, 60537, True
"GO:0031424", "keratinization", 1.267, null, null, 2.356, 0.887, 0.877, 60537, True
"GO:0070268", "cornification", 0.634, null, null, 2.057, 0.887, 0.879, 60537, True
"GO:0030216", "keratinocyte differentiation", 1.492, null, null, 2.427, 0.886, 0.929, 60537, True
"GO:1903034", "regulation of response to wounding", 0.858, 0.226, 6.471, 2.188, 0.923, 0.490, -1, False
"GO:0031347", "regulation of defense response", 3.645, null, null, 2.814, 0.909, 0.592, 1903034, True
"GO:0050727", "regulation of inflammatory response", 1.828, null, null, 2.515, 0.910, 0.653, 1903034, True
"GO:0032102", "negative regulation of response to external stimulus", 1.957, null, null, 2.544, 0.898, 0.689, 1903034, True
"GO:0050729", "positive regulation of inflammatory response", 0.690, null, null, 2.093, 0.893, 0.711, 1903034, True
"GO:0032103", "positive regulation of response to external stimulus", 2.764, null, null, 2.694, 0.885, 0.727, 1903034, True
"GO:0031349", "positive regulation of defense response", 1.951, null, null, 2.543, 0.883, 0.804, 1903034, True
"GO:0043086", "negative regulation of catalytic activity", 4.497, 1.709, 0.123, 2.905, 0.929, 0.492, -1, False
"GO:0051338", "regulation of transferase activity", 5.647, null, null, 3.003, 0.929, 0.566, 43086, True
"GO:0051336", "regulation of hydrolase activity", 7.245, null, null, 3.112, 0.926, 0.615, 43086, True
"GO:0051348", "negative regulation of transferase activity", 1.626, null, null, 2.464, 0.931, 0.711, 43086, True
"GO:0051347", "positive regulation of transferase activity", 3.791, null, null, 2.831, 0.922, 0.734, 43086, True
"GO:0045859", "regulation of protein kinase activity", 4.430, null, null, 2.898, 0.858, 0.849, 43086, True
"GO:0014070", "response to organic cyclic compound", 4.688, -0.667, -7.276, 2.923, 0.921, 0.492, -1, False
"GO:0034097", "response to cytokine", 5.955, null, null, 3.027, 0.918, 0.518, 14070, True
"GO:0050673", "epithelial cell proliferation", 0.471, 2.370, -5.454, 1.929, 0.995, 0.492, -1, False
"GO:0002295", "T-helper cell lineage commitment", 0.056, 5.349, -2.491, 1.041, 0.875, 0.496, -1, False
"GO:0072540", "T-helper 17 cell lineage commitment", 0.039, null, null, 0.903, 0.874, 0.942, 2295, True
"GO:0000122", "negative regulation of transcription by RNA polymerase II", 4.895, 5.077, 5.014, 2.942, 0.892, 0.496, -1, False
"GO:0051241", "negative regulation of multicellular organismal process", 5.405, 3.928, 5.694, 2.985, 0.917, 0.496, -1, False
"GO:0060485", "mesenchyme development", 1.211, 7.026, -1.664, 2.336, 0.902, 0.497, -1, False
"GO:0045944", "positive regulation of transcription by RNA polymerase II", 6.611, null, null, 3.072, 0.880, 0.595, -1, True
"GO:0051248", "negative regulation of protein metabolic process", 5.753, null, null, 3.012, 0.880, 0.662, -1, True
"GO:0051094", "positive regulation of developmental process", 6.846, null, null, 3.087, 0.898, 0.680, -1, True
"GO:0030182", "neuron differentiation", 5.529, null, null, 2.994, 0.907, 0.685, -1, True
"GO:2000026", "regulation of multicellular organismal development", 7.222, null, null, 3.110, 0.916, 0.687, -1, True
