# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-T" "4" "-t" "exon" "-g" "gene_id" "-a" "/home/lorenzo/univ/bioinfo/refs/Gencode/Gene_Annotations/release35_GRCh37/basic/gencode.v35lift37.basic.annotation.gtf" "-o" "counts.txt" "/home/lorenzo/univ/lab1/local/rnaseq/bam/bc1-1.bam" "/home/lorenzo/univ/lab1/local/rnaseq/bam/bc1-2.bam" "/home/lorenzo/univ/lab1/local/rnaseq/bam/bc1-3.bam" "/home/lorenzo/univ/lab1/local/rnaseq/bam/bc2-1.bam" "/home/lorenzo/univ/lab1/local/rnaseq/bam/bc2-2.bam" "/home/lorenzo/univ/lab1/local/rnaseq/bam/bc2-3.bam"
Geneid	Chr	Start	End	Strand	Length	/home/lorenzo/univ/lab1/local/rnaseq/bam/bc1-1.bam	/home/lorenzo/univ/lab1/local/rnaseq/bam/bc1-2.bam	/home/lorenzo/univ/lab1/local/rnaseq/bam/bc1-3.bam	/home/lorenzo/univ/lab1/local/rnaseq/bam/bc2-1.bam	/home/lorenzo/univ/lab1/local/rnaseq/bam/bc2-2.bam	/home/lorenzo/univ/lab1/local/rnaseq/bam/bc2-3.bam
ENSG00000228826.3_9	chr1;chr1;chr1;chr1	121236127;121251539;121252154;121253321	121236393;121251602;121252300;121253386	-;-;-;-	544	0	2	1	2	3	4
ENSG00000228830.1_6	chr1;chr1	234742754;234745167	234743383;234745229	+;+	693	0	0	0	0	0	0
ENSG00000228835.1_7	chr18;chr18;chr18;chr18	30349758;30350917;30352017;30353278	30349930;30351071;30352250;30354376	+;+;+;+	1661	0	0	0	0	0	0
ENSG00000228838.1_6	chr1;chr1	53753696;53755113	53754104;53755378	+;+	675	15	6	12	9	9	4
ENSG00000228839.5_8	chr22;chr22	31688485;31733654	31688684;31734007	+;+	554	3	2	3	0	2	1
ENSG00000228842.3_7	chr13;chr13;chr13;chr13;chr13;chr13	67399301;67433120;67450976;67460132;67488530;67489069	67399368;67433252;67451051;67460208;67488618;67489163	+;+;+;+;+;+	538	0	0	0	0	0	0
ENSG00000228843.2_9	chr9;chr9	35756709;35757725	35757191;35757937	-;-	696	0	0	0	0	0	0
ENSG00000228852.6_11	chr1;chr1	95708781;95729541	95709081;95729610	-;-	371	10	9	11	7	13	14
ENSG00000228853.1_8	chr1;chr1;chr1	72259915;72263758;72302663	72260219;72263953;72302695	-;-;-	534	3	0	0	3	0	0
ENSG00000228857.2_6	chr2;chr2;chr2;chr2;chr2	114588626;114588765;114589107;114589107;114600841	114589005;114589005;114589304;114589162;114600933	-;-;-;-;-	671	0	1	2	1	0	2
ENSG00000228862.4_9	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	61542221;61544114;61545620;61545620;61565061;61565714;61566013;61566081	61544466;61544466;61548830;61545676;61565238;61565857;61566120;61566117	-;-;-;-;-;-;-;-	5887	1	2	2	0	5	2
ENSG00000228863.8_9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	160640568;160642802;160643312;160646150;160646150;160648733;160648733;160648733;160653389;160653389;160653389;160654745;160656399	160641289;160643444;160643444;160646294;160646294;160648845;160648845;160648845;160653857;160653698;160653485;160654891;160656482	+;+;+;+;+;+;+;+;+;+;+;+;+	2323	0	0	0	0	0	0
ENSG00000228873.1_8	chr2;chr2	96811341;96812610	96811395;96812751	-;-	197	0	0	0	0	1	0
ENSG00000228876.4_7	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	16405315;16409292;16409571;16409600;16409859;16410300;16410300;16420657;16431792;16459795;16466029;16514502	16405479;16409415;16409649;16409649;16410534;16410534;16410534;16420881;16432574;16459877;16466892;16515246	+;+;+;+;+;+;+;+;+;+;+;+	3744	0	0	0	0	0	0
ENSG00000228877.2_8	chr9;chr9	137419028;137436766	137419130;137437090	+;+	428	1	0	1	0	0	0
ENSG00000228878.8_10	chr7;chr7;chr7;chr7;chr7;chr7;chr7	35791522;35795343;35797789;35803375;35820819;35833516;35840128	35794805;35795427;35797883;35803519;35820955;35833632;35840234	-;-;-;-;-;-;-	3970	24	28	24	28	27	35
ENSG00000228886.1_7	chr13;chr13	45924458;45925400	45924681;45925485	+;+	310	9	8	10	5	10	7
ENSG00000228888.1_9	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	7127114;7127825;7128648;7163990;7169132;7222476;7230456;7234775	7127294;7128020;7128846;7164040;7169214;7222523;7230496;7234849	-;-;-;-;-;-;-;-	874	0	0	0	0	0	0
ENSG00000228889.7_9	chr13;chr13;chr13;chr13;chr13;chr13	99833477;99834839;99848631;99849802;99852620;99852620	99834129;99834956;99850056;99850056;99852964;99852947	-;-;-;-;-;-	2542	16	18	23	27	28	21
ENSG00000228890.1_5	chrY;chrY	9555262;9558704	9555366;9558905	-;-	307	0	0	0	0	0	0
ENSG00000228906.1_7	chrX;chrX	73168808;73169041	73168905;73169393	+;+	451	50	40	72	49	54	67
ENSG00000228909.2_8	chr2;chr2;chr2	220768621;220768966;220769236	220768874;220769100;220769644	-;-;-	798	0	0	2	1	1	3
ENSG00000228917.1_7	chr1;chr1;chr1	161054255;161054727;161056693	161054602;161054818;161057361	+;+;+	1109	0	0	1	1	4	0
ENSG00000228918.4_10	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	182065473;182069734;182088415;182098200;182098445;182099948;182100124;182100307;182100522;182100825;182102464;182122859;182125764;182131479;182131983;182136221;182136221;182136221;182136221;182159255;182173020;182173020;182173020;182173020;182173020;182173784;182188646;182210712;182212259;182212259;182213490;182213490;182227145;182262391;182279296;182282625;182283083	182065614;182069838;182090190;182098625;182098625;182100012;182100219;182100376;182100619;182100945;182102550;182122965;182125833;182131578;182132903;182136359;182136359;182136359;182136359;182159374;182173160;182173240;182173240;182173240;182173240;182173842;182188823;182211734;182212331;182212331;182213534;182213534;182227217;182262480;182279343;182282920;182283196	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6663	1	1	0	0	0	0
ENSG00000228919.5_5	chr4	7940728	7942023	+	1296	4	12	6	7	22	14
ENSG00000228923.1_7	chr22;chr22	24912476;24914120	24912720;24914354	+;+	480	0	0	1	0	0	1
ENSG00000228925.1_8	chr2;chr2	47126414;47134023	47126453;47135817	+;+	1835	46	35	47	54	50	52
ENSG00000228933.8_10	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	27193037;27204657;27283865;27354129;27354527;27368141;27393978;27410452;27411659;27411659;27411659;27413097;27413097;27413097;27414270;27415238;27416868;27416868;27416868;27416868;27416868;27417054;27417054;27417054;27417054;27417054	27194501;27204774;27283928;27354610;27354610;27368940;27394208;27411485;27411749;27411749;27411749;27413143;27413146;27413146;27415265;27415265;27416954;27416954;27416954;27416954;27416954;27417123;27417101;27417107;27417081;27417114	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5488	0	2	0	0	0	1
ENSG00000228939.1_8	chr1;chr1	243956507;243957562	243956882;243957702	-;-	517	22	24	40	17	21	22
ENSG00000228944.1_8	chr7;chr7	24236281;24295180	24236648;24295338	-;-	527	0	0	0	0	0	0
ENSG00000228950.1_8	chr2;chr2	20650803;20652500	20650901;20652708	+;+	308	0	3	3	1	0	0
ENSG00000228952.1_5	chr3;chr3	187166633;187167039	187166678;187167238	+;+	246	2	1	2	3	2	2
ENSG00000228956.8_8	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	18486516;18486729;18504972;18504972;18505779;18505779;18505822;18507455;18507455;18507455;18507475;18510478;18513854;18513855;18515204;18515204;18515204;18517931;18524841;18567879;18567879;18567879;18567879;18567886;18567888;18567933;18567991;18568002;18568018;18568666;18568666;18568666;18568666;18568666;18568666;18568666;18568666;18568666;18568674;18568761;18569277;18571473;18571473;18571473;18571473;18571473;18572431;18589556;18589556;18589610;18626409;18626879;18626879;18627103;18627112;18627112;18627112;18627112;18628362;18628362;18628362;18628362;18628362;18633127;18633127;18633127;18648491;18648491;18648491;18666608;18735379;18737060;18739392;18787236;18787446;18787446;18787446;18787446;18788473;18805245;18805245;18805245;18884628;18888343;18888343;18943996;18948193;18948193;18959143;18961655	18486934;18486934;18505037;18505037;18505831;18505831;18505831;18507531;18507531;18507531;18507531;18511194;18513951;18513951;18515350;18515350;18515350;18518277;18525225;18568032;18568032;18568032;18568000;18568032;18568032;18568032;18568032;18568032;18568032;18568818;18568818;18568818;18568818;18568818;18568818;18568818;18568818;18568818;18568818;18568818;18569631;18571677;18571624;18571677;18571843;18571886;18572531;18589685;18589685;18589685;18626535;18626934;18626934;18627254;18627254;18627254;18627254;18627254;18628400;18628400;18628400;18628400;18628400;18633411;18633685;18633285;18648671;18648560;18648676;18666919;18735445;18737120;18739467;18787333;18787562;18787562;18787562;18787562;18788983;18805283;18805283;18805283;18884668;18888445;18888445;18944379;18948298;18948298;18959184;18961893	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6931	0	0	0	0	2	1
ENSG00000228959.1_8	chr20;chr20;chr20	40642674;40643181;40644062	40642897;40643316;40644118	-;-;-	417	0	0	0	0	0	0
ENSG00000228961.1_6	chr21;chr21	34331196;34332501	34331397;34332874	+;+	576	0	0	0	0	0	0
ENSG00000228968.1_5	chr2;chr2;chr2;chr2;chr2	104741726;104742575;104760554;104762262;104763616	104741747;104742647;104760768;104762408;104763687	-;-;-;-;-	529	0	0	0	0	0	0
ENSG00000228971.3_10	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	95975628;95975723;95979707;96004138;96091041;96214289;96242703;96242703;96247724	95975918;95975918;95983811;96004248;96091200;96214346;96243249;96242934;96247898	+;+;+;+;+;+;+;+;+	5447	0	0	0	0	0	0
ENSG00000228973.1_9	chr2;chr2	220489781;220491215	220489850;220491415	-;-	271	0	0	1	0	0	0
ENSG00000228980.4_7	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	109128837;109128874;109128911;109128959;109128988;109129009;109136580;109136580;109136580;109136580;109136580;109136580;109157138;109178730;109178730;109178730;109178730;109195570;109212986;109281079;109366402;109366402;109366402;109399001;109399001;109399001;109441549	109129054;109129054;109129054;109129054;109129054;109129054;109137864;109136739;109136739;109136739;109136739;109136739;109157860;109178775;109178775;109178775;109178775;109195609;109214014;109281106;109366502;109366502;109366502;109400298;109399833;109399042;109442120	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5340	0	0	0	0	0	0
ENSG00000228988.1_8	chr1;chr1	70684272;70686506	70684527;70686706	-;-	457	12	7	18	12	10	6
ENSG00000228999.4_9	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	22156140;22156208;22157839;22165065;22166552;22167596;22169213;22187425;22187425;22188229;22188229;22194613;22433737;22740808;22752996;22753908;22753908;22759169	22156419;22156419;22157966;22167864;22166669;22167864;22169426;22187485;22187485;22188552;22188524;22194708;22433866;22741306;22753225;22753977;22753977;22759194	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4858	0	0	0	0	0	0
ENSG00000229005.2_10	chr20;chr20;chr20;chr20;chr20;chr20	43001386;43006383;43013163;43013163;43020649;43024093	43001649;43006524;43013311;43013312;43020750;43024346	-;-;-;-;-;-	912	0	0	0	0	0	0
ENSG00000229011.1_5	chr13;chr13	80378553;80379460	80378619;80379820	+;+	428	0	0	0	0	0	0
ENSG00000229012.1_8	chrX;chrX;chrX	8831902;8834713;8835552	8832133;8834855;8835642	-;-;-	466	0	0	0	0	0	0
ENSG00000229017.7_9	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	143287436;143287558;143306606;143307182;143342517;143342803;143342803;143358126;143360222;143369479;143379249;143380466	143288578;143288578;143306718;143307267;143343090;143343090;143343090;143359214;143360293;143369548;143379278;143380819	-;-;-;-;-;-;-;-;-;-;-;-	3531	9	7	14	4	12	20
ENSG00000229019.1_7	chr9;chr9	71041759;71043498	71041875;71044285	+;+	905	0	0	0	0	0	0
ENSG00000229021.2_9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	151967007;151971184;151983349;151986499;151988151;151988482;151989376;151991103;151992713;151993646;151994078;151994913;152014061	151967082;151971297;151983458;151986607;151988208;151988551;151991004;151991313;151992815;151993860;151994228;151994985;152015250	+;+;+;+;+;+;+;+;+;+;+;+;+	4109	4	6	3	8	6	3
ENSG00000229025.1_5	chr21;chr21	27722099;27722586	27722246;27722953	-;-	516	0	0	0	0	0	0
ENSG00000229042.2_8	chr20;chr20;chr20;chr20	41314123;41314585;41314788;41315837	41314471;41314699;41314952;41317202	+;+;+;+	1995	0	0	0	0	0	0
ENSG00000229043.3_9	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	1200068;1200217;1200227;1200232;1201988;1202321;1202598;1202598;1202598;1202979;1203088;1203797;1203797;1203797	1203131;1200259;1200259;1200259;1202179;1202364;1203131;1202853;1202843;1203127;1203131;1205243;1204848;1205216	+;+;+;+;+;+;+;+;+;+;+;+;+;+	4511	37	45	48	41	62	54
ENSG00000229044.1_8	chr1;chr1;chr1	31805914;31809949;31819425	31806029;31810049;31819646	-;-;-	439	7	2	0	4	3	4
ENSG00000229047.1_6	chr21;chr21	16333630;16336406	16334042;16336554	+;+	562	0	0	0	0	0	0
ENSG00000229051.2_7	chr1;chr1;chr1;chr1;chr1;chr1;chr1	71172136;71173411;71174404;71177740;71178812;71243213;71250869	71172214;71173664;71174453;71177814;71178990;71243378;71252151	+;+;+;+;+;+;+	2086	0	0	0	1	0	0
ENSG00000229056.2_9	chr2;chr2;chr2;chr2;chr2	197124748;197124838;197125055;197127775;197127775	197124964;197125096;197125096;197128928;197128283	+;+;+;+;+	1503	3	1	14	1	5	5
ENSG00000229065.1_6	chr9;chr9	97875990;97876257	97876031;97876743	+;+	529	13	11	9	9	13	16
ENSG00000229066.2_9	chr2;chr2;chr2;chr2;chr2	176122090;176156121;176307176;176319336;176327393	176122316;176156229;176307709;176319412;176327908	+;+;+;+;+	1463	0	0	0	0	0	0
ENSG00000229081.1_6	chr10	134334331	134335953	-	1623	0	0	2	0	0	1
ENSG00000229086.5_9	chr21;chr21;chr21;chr21;chr21	34537115;34540748;34542001;34542446;34542869	34537997;34540886;34542138;34542556;34542954	-;-;-;-;-	1357	0	0	0	0	0	0
ENSG00000229102.1_9	chr3;chr3;chr3	178819154;178850557;178865704	178819343;178850659;178865761	-;-;-	351	0	0	0	1	0	0
ENSG00000229105.1_6	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	119266562;119302719;119305952;119308028;119308231;119308828;119309593;119309816;119313266;119314389;119319886;119324278	119266623;119303018;119306120;119308106;119308419;119308978;119309713;119309961;119313372;119314481;119319929;119324572	+;+;+;+;+;+;+;+;+;+;+;+	1756	4	4	8	4	9	5
ENSG00000229108.2_7	chr7;chr7;chr7	15728040;15734495;15735961	15728077;15735098;15736511	+;+;+	1193	0	1	0	0	0	0
ENSG00000229109.2_8	chr9;chr9;chr9;chr9;chr9	85834203;85834250;85848631;85848631;85852538	85834292;85834292;85853151;85848834;85853378	+;+;+;+;+	4838	1	3	5	4	7	5
ENSG00000229111.1_6	chr13;chr13;chr13	48651273;48651578;48653913	48651487;48651689;48654127	+;+;+	542	7	3	10	6	5	1
ENSG00000229116.3_10	chr10;chr10;chr10;chr10;chr10	44777937;44786658;44788043;44788720;44788720	44778736;44788182;44788182;44788834;44788905	-;-;-;-;-	2511	0	0	0	0	0	0
ENSG00000229118.1_3	chr2;chr2	112022860;112037022	112023040;112037457	+;+	617	9	12	19	7	14	15
ENSG00000229122.1_6	chr2;chr2	27283906;27284514	27284074;27284683	+;+	339	2	6	7	1	7	6
ENSG00000229124.7_9	chr10;chr10;chr10;chr10	17256238;17258166;17259601;17268855	17257363;17258273;17259674;17268897	-;-;-;-	1351	97	108	79	114	127	103
ENSG00000229127.2_9	chr2;chr2;chr2;chr2	210895457;210896887;210899880;210928508	210896231;210897648;210899968;210929080	+;+;+;+	2199	59	73	90	62	68	73
ENSG00000229131.1_5	chr2;chr2	140227345;140235062	140227554;140235317	+;+	466	0	0	0	0	0	0
ENSG00000229140.11_10	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	129646445;129675267;129733093;129733812;129820320;129820320;129820320;129826707;129828893;129839655;129840310;129917019;129929048;129931125;129932490;129933069;129976776;129976776;129978153;129978189;130003393;130027576;130030072;130030085;130031644;130031644;130031644;130114536;130114536;130114536;130114536;130114536;130142269;130142269;130206486;130228709;130228712;130228713;130235467;130235467;130235467;130235467;130266668;130278306;130280026;130282408;130289031;130314180;130315451;130356875;130363852;130363939;130363943;130363945;130363948;130364465;130364478;130365050;130365050;130381660;130382553;130382553;130382553;130382553;130382553;130382553;130382553;130382553;130382553;130382553;130400291;130400291;130400291;130400291;130401874;130402102;130411760;130411777;130411777;130411777;130411777;130411777;130411777;130411777;130414413;130414462;130455848;130492889;130492889;130500768;130501909;130503240;130503919;130521896;130521896;130563061;130567050;130583649;130585364;130586885;130586885;130586885;130587128;130587128;130587128;130587128;130587128;130587128;130587128;130587128;130587128;130587128;130587128;130587128;130587327;130639145;130680445;130691381;130692174;130692174;130694093;130694093;130695818	129666309;129675486;129733511;129733874;129820466;129820415;129820415;129826784;129828940;129839947;129840340;129917379;129929162;129931248;129932594;129933129;129976816;129976816;129978247;129978247;130004222;130027667;130030137;130030137;130031676;130031676;130031676;130114635;130114635;130114635;130114635;130114635;130142350;130142350;130206828;130229652;130229652;130229652;130235615;130235615;130235615;130235615;130266741;130278512;130280109;130282546;130289165;130314968;130315547;130357020;130365226;130365226;130365226;130365226;130365226;130365226;130365226;130365226;130365226;130382623;130382623;130382623;130382623;130382623;130382623;130382623;130382623;130382623;130382623;130382623;130400362;130400364;130400364;130400364;130401975;130402173;130411930;130411930;130411930;130411930;130411930;130411930;130411930;130411930;130414497;130414497;130455998;130492936;130492936;130500799;130501951;130503278;130503994;130522444;130521967;130563172;130567187;130583679;130585460;130586933;130586945;130587166;130587264;130587300;130587176;130587185;130587231;130587189;130587266;130587166;130587264;130587266;130587190;130587261;130587358;130640336;130680544;130691566;130692295;130692295;130694359;130694343;130695925	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	32958	0	4	6	2	4	10
ENSG00000229151.2_9	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	50933428;50965484;50966977;51070573;51072276;51082925;51083136;51099796;51138948	50934353;50965797;50967073;51070674;51072417;51082984;51083254;51099879;51139314	-;-;-;-;-;-;-;-;-	2211	0	0	0	0	0	0
ENSG00000229152.2_9	chr13;chr13	111546986;111551403	111547668;111551519	-;-	800	112	153	159	122	160	172
ENSG00000229153.5_7	chr7;chr7;chr7;chr7;chr7	143104906;143112161;143201867;143215375;143216024	143104979;143112292;143201923;143215610;143220542	+;+;+;+;+	5018	0	0	1	1	1	1
ENSG00000229154.2_9	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	73840369;73841798;73843086;73844526;73845010;73845290;73845817;73846356;73846356;73850527;73851612;73853149	73842106;73842106;73844588;73844750;73845075;73845882;73845882;73846483;73846483;73850680;73851839;73853237	-;-;-;-;-;-;-;-;-;-;-;-	4661	93	104	154	85	152	129
ENSG00000229155.1_7	chr3;chr3;chr3	193560349;193560867;193561441	193560544;193561014;193561798	-;-;-	702	0	0	0	0	0	1
ENSG00000229160.1_8	chr2;chr2;chr2	38359779;38365637;38365927	38359862;38365741;38366088	-;-;-	351	4	3	3	4	1	7
ENSG00000229162.1_7	chr1;chr1;chr1	25287836;25288538;25289466	25288337;25288732;25289588	+;+;+	820	0	1	0	1	0	0
ENSG00000229167.2_9	chr1;chr1;chr1;chr1;chr1;chr1	32037186;32037636;32040626;32041011;32041011;32043445	32037343;32037904;32040695;32041174;32041271;32043499	-;-;-;-;-;-	813	17	10	27	12	19	17
ENSG00000229175.2_7	chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13	80446749;80472451;80473455;80482947;80486530;80488851;80490669;80491707	80446831;80472614;80473618;80483010;80486637;80488995;80490757;80492171	+;+;+;+;+;+;+;+	1282	1	0	0	0	0	1
ENSG00000229177.1_8	chr7;chr7	134030823;134035432	134031037;134035543	-;-	327	0	0	0	0	0	0
ENSG00000229178.1_8	chr3;chr3;chr3	195382436;195383512;195384176	195383406;195383601;195384798	-;-;-	1684	7	6	19	11	15	18
ENSG00000229188.2_9	chr20;chr20	32316737;32319465	32316967;32319634	-;-	401	0	0	0	0	0	0
ENSG00000229190.1_8	chr10;chr10;chr10	17737708;17738602;17742188	17738119;17738702;17742231	-;-;-	557	31	34	54	37	52	46
ENSG00000229191.1_6	chr1;chr1	200993089;200994550	200993213;200997920	+;+	3496	0	0	0	0	0	0
ENSG00000229192.6_6	chr7;chr7;chr7;chr7	47040219;47040900;47065853;47118675	47040369;47040959;47066021;47118726	-;-;-;-	432	0	0	1	0	0	0
ENSG00000229195.1_9	chr2;chr2	166651367;166702463	166651599;166702601	-;-	372	4	3	5	7	7	2
ENSG00000229196.4_9	chr7;chr7	129781547;129781995	129781612;129782458	+;+	530	1	2	4	3	4	0
ENSG00000229201.1_9	chr1;chr1;chr1;chr1	90976467;90977544;90979539;90998925	90976542;90977565;90979566;90999029	-;-;-;-	231	0	0	0	0	0	0
ENSG00000229203.1_8	chr2;chr2;chr2	132587374;132587845;132589522	132587768;132587928;132589604	-;-;-	562	0	0	0	0	0	0
ENSG00000229205.5_7	chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10	1205708;1205751;1205752;1205773;1206493;1206493;1206493;1206493;1208487;1208487;1208487;1209155;1226617;1247535	1205930;1205930;1205930;1205930;1206577;1206577;1206577;1206577;1209011;1208555;1211052;1210729;1226863;1248922	+;+;+;+;+;+;+;+;+;+;+;+;+;+	4509	0	0	0	0	0	0
ENSG00000229209.1_5	chr2;chr2;chr2;chr2	103726217;103733258;103791965;103792654	103726535;103733363;103792112;103792718	-;-;-;-	638	0	0	0	0	0	0
ENSG00000229214.2_7	chr6;chr6;chr6;chr6	170188886;170194340;170198833;170198833	170191214;170195693;170198921;170199645	-;-;-;-	4496	3	4	12	8	5	8
ENSG00000229224.2_9	chr2;chr2;chr2;chr2	29311515;29314090;29319721;29320161	29311849;29314266;29319879;29320452	-;-;-;-	963	1	0	0	0	0	0
ENSG00000229225.1_8	chr1;chr1	63543752;63544571	63543776;63544702	-;-	157	0	0	0	0	0	0
ENSG00000229227.8_10	chr10;chr10;chr10;chr10;chr10;chr10;chr10	46937463;46937463;46940495;46941848;46947102;46947102;46951577	46937708;46937708;46940525;46942241;46947262;46947327;46951699	-;-;-;-;-;-;-	1020	0	2	0	0	0	2
ENSG00000229228.1_8	chr1;chr1	231727038;231747749	231727546;231747836	-;-	597	1	0	0	0	0	0
ENSG00000229229.1_6	chr2;chr2;chr2;chr2	70630066;70640801;70646082;70649535	70630268;70640847;70646132;70649810	+;+;+;+	577	0	0	0	0	0	0
ENSG00000229233.1_7	chr7;chr7	12693804;12694486	12694110;12694610	+;+	432	0	0	0	0	0	0
ENSG00000229236.3_7	chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY;chrY	22626875;22627202;22628314;22628314;22630075;22630075;22631758;22631758;22665095;22669238;22669238;22680157;22680157;22680774;22680922;22683018;22683018;22686154;22726954;22736992;22736992;22736992	22627708;22627708;22628553;22628553;22630134;22630134;22631867;22631867;22669342;22669342;22669342;22680215;22680215;22680886;22681119;22683186;22683186;22686326;22727077;22737217;22737248;22737108	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6585	0	0	1	1	0	0
