TermID, Name, Frequency, PlotX, PlotY, LogSize, Uniqueness, Dispensability, Representative, Eliminated
"GO:1901653", "cellular response to peptide", 1.834, null, null, 2.516, 0.907, 0.724, 1901652, True
"GO:0010243", "response to organonitrogen compound", 5.361, null, null, 2.981, 0.915, 0.813, 1901652, True
"GO:0044093", "positive regulation of molecular function", 9.762, 1.276, 6.357, 3.241, 0.940, 0.426, -1, False
"GO:0050790", "regulation of catalytic activity", 13.996, null, null, 3.397, 0.935, 0.556, 44093, True
"GO:0048638", "regulation of developmental growth", 1.699, 0.079, 2.691, 2.483, 0.922, 0.428, -1, False
"GO:0048640", "negative regulation of developmental growth", 0.561, null, null, 2.004, 0.912, 0.697, 48638, True
"GO:1901342", "regulation of vasculature development", 1.531, -0.708, 2.299, 2.438, 0.907, 0.433, -1, False
"GO:0051960", "regulation of nervous system development", 2.316, null, null, 2.617, 0.902, 0.614, 1901342, True
"GO:0045667", "regulation of osteoblast differentiation", 0.645, -0.134, 3.059, 2.064, 0.924, 0.435, -1, False
"GO:0007178", "transmembrane receptor protein serine/threonine kinase signaling pathway", 1.088, 2.912, -3.769, 2.290, 0.913, 0.441, -1, False
"GO:0007169", "transmembrane receptor protein tyrosine kinase signaling pathway", 2.882, null, null, 2.712, 0.901, 0.765, 7178, True
"GO:0045598", "regulation of fat cell differentiation", 0.712, -0.232, 2.810, 2.107, 0.923, 0.449, -1, False
"GO:0060284", "regulation of cell development", 2.663, null, null, 2.678, 0.910, 0.523, 45598, True
"GO:0045596", "negative regulation of cell differentiation", 3.465, null, null, 2.792, 0.880, 0.641, 45598, True
"GO:0045597", "positive regulation of cell differentiation", 4.525, null, null, 2.907, 0.861, 0.694, 45598, True
"GO:0035556", "intracellular signal transduction", 8.641, 2.691, -5.092, 3.188, 0.895, 0.449, -1, False
"GO:0007606", "sensory perception of chemical stimulus", 3.034, -5.997, 2.587, 2.734, 0.933, 0.451, -1, False
"GO:0048585", "negative regulation of response to stimulus", 8.826, 4.748, 2.072, 3.197, 0.898, 0.452, -1, False
"GO:0048584", "positive regulation of response to stimulus", 12.527, null, null, 3.349, 0.874, 0.502, 48585, True
"GO:0006935", "chemotaxis", 2.994, 1.293, -6.747, 2.728, 0.913, 0.455, -1, False
"GO:1902287", "semaphorin-plexin signaling pathway involved in axon guidance", 0.062, null, null, 1.079, 0.777, 0.624, 6935, True
"GO:0042330", "taxis", 3.005, null, null, 2.730, 0.942, 0.690, 6935, True
"GO:0016477", "cell migration", 5.316, null, null, 2.977, 0.963, 0.751, 6935, True
"GO:1902285", "semaphorin-plexin signaling pathway involved in neuron projection guidance", 0.073, null, null, 1.146, 0.774, 0.844, 6935, True
"GO:0048870", "cell motility", 6.067, null, null, 3.035, 0.963, 0.918, 6935, True
"GO:0033993", "response to lipid", 4.379, 1.576, -7.255, 2.893, 0.921, 0.456, -1, False
"GO:0002520", "immune system development", 3.510, -6.831, 0.408, 2.797, 0.860, 0.457, -1, False
"GO:0048523", "negative regulation of cellular process", 26.836, 2.973, 1.369, 3.680, 0.898, 0.459, -1, False
"GO:0051172", "negative regulation of nitrogen compound metabolic process", 13.026, null, null, 3.366, 0.877, 0.513, 48523, True
"GO:0031324", "negative regulation of cellular metabolic process", 14.074, null, null, 3.400, 0.870, 0.738, 48523, True
"GO:0050891", "multicellular organismal water homeostasis", 0.398, -6.533, 3.738, 1.857, 0.921, 0.461, -1, False
"GO:0000904", "cell morphogenesis involved in differentiation", 2.972, -7.447, -1.318, 2.725, 0.825, 0.462, -1, False
"GO:0030154", "cell differentiation", 19.295, null, null, 3.537, 0.843, 0.508, 904, True
"GO:0000902", "cell morphogenesis", 3.813, null, null, 2.833, 0.838, 0.562, 904, True
"GO:0032989", "cellular component morphogenesis", 3.258, null, null, 2.765, 0.818, 0.570, 904, True
"GO:0048646", "anatomical structure formation involved in morphogenesis", 4.738, null, null, 2.927, 0.833, 0.603, 904, True
"GO:0022008", "neurogenesis", 7.413, null, null, 3.122, 0.826, 0.617, 904, True
"GO:0009887", "animal organ morphogenesis", 5.058, null, null, 2.956, 0.809, 0.632, 904, True
"GO:0048468", "cell development", 8.803, null, null, 3.196, 0.852, 0.643, 904, True
"GO:0031175", "neuron projection development", 3.662, null, null, 2.816, 0.819, 0.650, 904, True
"GO:0030182", "neuron differentiation", 5.529, null, null, 2.994, 0.829, 0.810, 904, True
"GO:0061564", "axon development", 2.260, null, null, 2.606, 0.829, 0.836, 904, True
"GO:0048699", "generation of neurons", 6.757, null, null, 3.081, 0.825, 0.862, 904, True
"GO:0048858", "cell projection morphogenesis", 2.703, null, null, 2.684, 0.813, 0.882, 904, True
"GO:0006810", "transport", 24.952, 6.226, -0.149, 3.648, 0.975, 0.485, -1, False
"GO:0016192", "vesicle-mediated transport", 10.917, null, null, 3.290, 0.976, 0.559, 6810, True
"GO:0051234", "establishment of localization", 25.749, null, null, 3.662, 0.977, 0.562, 6810, True
"GO:0052547", "regulation of peptidase activity", 2.523, 0.218, 6.369, 2.654, 0.900, 0.487, -1, False
"GO:0001934", "positive regulation of protein phosphorylation", 4.570, -1.683, 6.028, 2.912, 0.841, 0.487, -1, False
"GO:0032268", "regulation of cellular protein metabolic process", 13.699, null, null, 3.388, 0.882, 0.650, 1934, True
"GO:0010562", "positive regulation of phosphorus metabolic process", 5.461, null, null, 2.989, 0.853, 0.736, 1934, True
"GO:0051247", "positive regulation of protein metabolic process", 8.484, null, null, 3.180, 0.860, 0.740, 1934, True
"GO:0031399", "regulation of protein modification process", 9.000, null, null, 3.206, 0.891, 0.750, 1934, True
"GO:0032270", "positive regulation of cellular protein metabolic process", 8.030, null, null, 3.156, 0.848, 0.805, 1934, True
"GO:0001932", "regulation of protein phosphorylation", 6.667, null, null, 3.076, 0.871, 0.815, 1934, True
"GO:0042325", "regulation of phosphorylation", 7.738, null, null, 3.140, 0.885, 0.837, 1934, True
"GO:0031401", "positive regulation of protein modification process", 5.832, null, null, 3.017, 0.854, 0.842, 1934, True
"GO:0045860", "positive regulation of protein kinase activity", 2.949, null, null, 2.722, 0.833, 0.858, 1934, True
"GO:0019220", "regulation of phosphate metabolic process", 8.888, null, null, 3.200, 0.882, 0.886, 1934, True
"GO:0042327", "positive regulation of phosphorylation", 5.052, null, null, 2.955, 0.850, 0.906, 1934, True
"GO:0033674", "positive regulation of kinase activity", 3.359, null, null, 2.778, 0.838, 0.910, 1934, True
"GO:0045937", "positive regulation of phosphate metabolic process", 5.461, null, null, 2.989, 0.849, 0.933, 1934, True
"GO:0051093", "negative regulation of developmental process", 4.704, 1.006, 2.520, 2.924, 0.888, 0.490, -1, False
"GO:0022603", "regulation of anatomical structure morphogenesis", 5.248, null, null, 2.972, 0.910, 0.581, 51093, True
"GO:0045595", "regulation of cell differentiation", 8.613, null, null, 3.187, 0.898, 0.646, 51093, True
"GO:0051094", "positive regulation of developmental process", 6.846, null, null, 3.087, 0.866, 0.680, 51093, True
"GO:2000026", "regulation of multicellular organismal development", 7.222, null, null, 3.110, 0.886, 0.687, 51093, True
"GO:0050678", "regulation of epithelial cell proliferation", 1.856, -4.305, 5.987, 2.521, 0.941, 0.491, -1, False
"GO:0008285", "negative regulation of cell population proliferation", 3.740, null, null, 2.825, 0.907, 0.604, 50678, True
"GO:0008284", "positive regulation of cell population proliferation", 5.030, null, null, 2.953, 0.889, 0.699, 50678, True
"GO:0014070", "response to organic cyclic compound", 4.688, 1.732, -7.259, 2.923, 0.921, 0.492, -1, False
"GO:0034097", "response to cytokine", 5.955, null, null, 3.027, 0.918, 0.518, 14070, True
"GO:0071310", "cellular response to organic substance", 12.762, null, null, 3.357, 0.898, 0.624, 14070, True
"GO:0001817", "regulation of cytokine production", 3.869, -0.670, 5.156, 2.839, 0.904, 0.493, -1, False
"GO:0051241", "negative regulation of multicellular organismal process", 5.405, null, null, 2.985, 0.903, 0.536, 1817, True
"GO:0051240", "positive regulation of multicellular organismal process", 7.503, null, null, 3.127, 0.883, 0.600, 1817, True
"GO:0051272", "positive regulation of cellular component movement", 3.034, -3.343, 4.987, 2.734, 0.869, 0.496, -1, False
"GO:0048661", "positive regulation of smooth muscle cell proliferation", 0.454, -3.579, 5.839, 1.914, 0.918, 0.499, -1, False
"GO:0050679", "positive regulation of epithelial cell proliferation", 1.037, null, null, 2.270, 0.910, 0.570, 48661, True
