# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-T" "4" "-t" "histone" "-g" "histone_id" "-a" "../1-GTF/histone_annotation.gtf" "-o" "counts.txt" "/home/lorenzo/univ/lab1/local/rnaseq/bam/bc1-1.bam" "/home/lorenzo/univ/lab1/local/rnaseq/bam/bc1-2.bam" "/home/lorenzo/univ/lab1/local/rnaseq/bam/bc1-3.bam" "/home/lorenzo/univ/lab1/local/rnaseq/bam/bc2-1.bam" "/home/lorenzo/univ/lab1/local/rnaseq/bam/bc2-2.bam" "/home/lorenzo/univ/lab1/local/rnaseq/bam/bc2-3.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/lorenzo/univ/lab1/local/rnaseq/bam/bc1-1.bam	/home/lorenzo/univ/lab1/local/rnaseq/bam/bc1-2.bam	/home/lorenzo/univ/lab1/local/rnaseq/bam/bc1-3.bam	/home/lorenzo/univ/lab1/local/rnaseq/bam/bc2-1.bam	/home/lorenzo/univ/lab1/local/rnaseq/bam/bc2-2.bam	/home/lorenzo/univ/lab1/local/rnaseq/bam/bc2-3.bam
h3k27ac_input_peak_12115	chr12	5549147	5550491	.	1345	11	10	10	15	17	12
h3k27ac_input_peak_12116	chr12	5551039	5551586	.	548	4	7	8	10	13	6
h3k27ac_input_peak_12117	chr12	5561798	5562087	.	290	0	2	4	1	3	1
h3k27ac_input_peak_12118	chr12	5563132	5563571	.	440	4	2	4	1	7	1
h3k27ac_input_peak_12119	chr12	5565067	5567687	.	2621	7	7	10	4	6	7
h3k27ac_input_peak_12120	chr12	5917128	5917448	.	321	0	0	0	0	0	0
h3k27ac_input_peak_12121	chr12	6195284	6195695	.	412	0	0	1	0	0	0
h3k27ac_input_peak_12122	chr12	6202694	6203924	.	1231	1	1	2	1	0	1
h3k27ac_input_peak_12123	chr12	6216383	6216894	.	512	0	0	0	0	0	0
h3k27ac_input_peak_12124	chr12	6222854	6223327	.	474	0	0	0	0	0	0
h3k27ac_input_peak_12125	chr12	6224435	6227120	.	2686	0	0	1	1	2	1
h3k27ac_input_peak_12126	chr12	6275299	6277696	.	2398	1	6	5	4	11	15
h3k27ac_input_peak_12127	chr12	6289747	6291485	.	1739	0	1	0	2	2	2
h3k27ac_input_peak_12128	chr12	6308216	6310553	.	2338	587	1164	970	800	1610	1186
h3k27ac_input_peak_12129	chr12	6323137	6325044	.	1908	19	21	26	13	28	14
h3k27ac_input_peak_12130	chr12	6325620	6328077	.	2458	11	22	23	13	27	17
h3k27ac_input_peak_12131	chr12	6387193	6387764	.	572	1	2	0	0	2	1
h3k27ac_input_peak_12132	chr12	6388115	6389206	.	1092	2	6	4	4	10	5
h3k27ac_input_peak_12133	chr12	6389505	6391456	.	1952	1	1	1	0	0	0
h3k27ac_input_peak_12134	chr12	6391716	6392230	.	515	0	0	0	0	0	0
h3k27ac_input_peak_12135	chr12	6395164	6395880	.	717	1	0	0	1	2	2
h3k27ac_input_peak_12136	chr12	6396868	6397162	.	295	0	0	0	0	0	0
h3k27ac_input_peak_12137	chr12	6440062	6440830	.	769	81	96	117	68	126	128
h3k27ac_input_peak_12138	chr12	6441035	6441741	.	707	9	10	6	11	15	13
h3k27ac_input_peak_12139	chr12	6441969	6445446	.	3478	538	770	860	623	1008	917
h3k27ac_input_peak_12140	chr12	6445909	6453550	.	7642	503	670	711	513	843	632
h3k27ac_input_peak_12141	chr12	6453968	6454515	.	548	2	5	2	1	4	1
h3k27ac_input_peak_12142	chr12	6454804	6456761	.	1958	79	357	172	69	382	140
h3k27ac_input_peak_12143	chr12	6469258	6470976	.	1719	19	68	35	15	105	48
h3k27ac_input_peak_12144	chr12	6471319	6473728	.	2410	47	176	125	59	250	139
h3k27ac_input_peak_12145	chr12	6475529	6476365	.	837	5	6	4	2	13	8
h3k27ac_input_peak_12146	chr12	6477160	6478531	.	1372	4	9	5	3	9	8
h3k27ac_input_peak_12147	chr12	6478785	6486860	.	8076	147	437	246	116	596	260
h3k27ac_input_peak_12148	chr12	6491815	6494456	.	2642	189	291	466	219	390	360
h3k27ac_input_peak_12149	chr12	6499244	6499743	.	500	275	322	464	265	385	376
h3k27ac_input_peak_12150	chr12	6538664	6541320	.	2657	1	1	2	1	3	0
h3k27ac_input_peak_12151	chr12	6559854	6562156	.	2303	71	93	114	73	118	124
h3k27ac_input_peak_12152	chr12	6580335	6580717	.	383	0	0	1	1	0	0
h3k27ac_input_peak_12153	chr12	6601785	6602256	.	472	478	661	535	663	794	498
h3k27ac_input_peak_12154	chr12	6602592	6602892	.	301	91	114	102	107	137	102
h3k27ac_input_peak_12155	chr12	6603176	6604717	.	1542	534	436	502	600	503	481
h3k27ac_input_peak_12156	chr12	6640506	6641410	.	905	425	396	381	426	367	407
h3k27ac_input_peak_12157	chr12	6641994	6643478	.	1485	33	27	28	21	31	28
h3k27ac_input_peak_12158	chr12	6643771	6645970	.	2200	10660	17989	17681	13069	18419	16310
h3k27ac_input_peak_12159	chr12	6648212	6648912	.	701	5	12	12	14	11	9
h3k27ac_input_peak_12160	chr12	6649994	6651014	.	1021	6	10	12	9	5	4
h3k27ac_input_peak_12161	chr12	6656242	6658642	.	2401	4	6	4	4	4	5
h3k27ac_input_peak_12162	chr12	6658941	6661140	.	2200	4	3	5	2	0	5
h3k27ac_input_peak_12163	chr12	6661495	6662204	.	710	0	2	1	1	0	1
h3k27ac_input_peak_12164	chr12	6676869	6677170	.	302	132	190	241	147	178	178
h3k27ac_input_peak_12165	chr12	6714881	6716482	.	1602	123	226	259	197	298	237
h3k27ac_input_peak_12166	chr12	6716833	6717443	.	611	0	1	0	0	0	0
h3k27ac_input_peak_12167	chr12	6719251	6719568	.	318	0	0	0	0	0	1
h3k27ac_input_peak_12168	chr12	6721738	6722860	.	1123	0	2	1	1	2	3
h3k27ac_input_peak_12169	chr12	6723353	6723791	.	439	0	0	0	2	0	0
h3k27ac_input_peak_12170	chr12	6797090	6798574	.	1485	78	93	111	85	132	113
h3k27ac_input_peak_12171	chr12	6799013	6799596	.	584	16	17	18	15	21	19
h3k27ac_input_peak_12172	chr12	6861258	6862702	.	1445	110	213	301	203	260	271
h3k27ac_input_peak_12173	chr12	6873880	6876834	.	2955	37	49	23	29	75	35
h3k27ac_input_peak_12174	chr12	6959251	6960398	.	1148	321	315	282	313	283	234
h3k27ac_input_peak_12175	chr12	6960653	6961131	.	479	7	3	7	9	9	5
h3k27ac_input_peak_12176	chr12	6976031	6978170	.	2140	2060	3141	3464	2760	3639	3552
h3k27ac_input_peak_12177	chr12	6981227	6982457	.	1231	152	228	309	175	245	263
h3k27ac_input_peak_12178	chr12	6982766	6983751	.	986	19	24	20	16	16	29
h3k27ac_input_peak_12179	chr12	6999423	7000201	.	779	16	13	9	11	27	14
h3k27ac_input_peak_12180	chr12	7000561	7000946	.	386	9	8	11	4	6	11
h3k27ac_input_peak_12181	chr12	7001243	7001883	.	641	4	8	9	7	6	8
h3k27ac_input_peak_12182	chr12	7023942	7024821	.	880	62	68	100	44	68	78
h3k27ac_input_peak_12183	chr12	7025060	7026668	.	1609	304	370	462	267	384	426
h3k27ac_input_peak_12184	chr12	7033685	7035654	.	1970	13	10	13	2	12	13
h3k27ac_input_peak_12185	chr12	7036035	7039244	.	3210	33	29	67	29	34	29
h3k27ac_input_peak_12186	chr12	7054201	7054490	.	290	6	10	6	6	9	9
h3k27ac_input_peak_12187	chr12	7070372	7074163	.	3792	11	25	28	23	26	30
h3k27ac_input_peak_12188	chr12	7078033	7079667	.	1635	401	598	761	610	776	616
h3k27ac_input_peak_12189	chr12	7080132	7080740	.	609	119	205	183	143	208	169
h3k27ac_input_peak_12190	chr12	7124814	7125561	.	748	7	10	15	5	14	12
h3k27ac_input_peak_12191	chr12	7260630	7261936	.	1307	89	91	169	65	123	155
h3k27ac_input_peak_12192	chr12	7341917	7342523	.	607	4	18	24	14	21	12
h3k27ac_input_peak_12193	chr12	7521226	7521752	.	527	51	71	73	71	75	75
h3k27ac_input_peak_12194	chr12	7585238	7586730	.	1493	14	14	20	31	16	19
h3k27ac_input_peak_12195	chr12	7587012	7587917	.	906	0	0	0	0	0	0
h3k27ac_input_peak_12196	chr12	8086167	8086971	.	805	62	81	146	73	98	207
h3k27ac_input_peak_12197	chr12	8088086	8088841	.	756	24	33	50	26	55	71
h3k27ac_input_peak_12198	chr12	8089093	8089463	.	371	0	0	0	0	0	0
h3k27ac_input_peak_12199	chr12	8110663	8111195	.	533	0	1	2	1	0	0
h3k27ac_input_peak_12200	chr12	8111511	8112200	.	690	2	1	0	0	1	0
h3k27ac_input_peak_12201	chr12	8112611	8112971	.	361	5	3	5	3	8	3
h3k27ac_input_peak_12202	chr12	8113871	8114481	.	611	5	2	2	2	2	3
h3k27ac_input_peak_12203	chr12	8122191	8123266	.	1076	33	27	23	27	50	37
h3k27ac_input_peak_12204	chr12	8123642	8124044	.	403	0	0	0	0	0	0
h3k27ac_input_peak_12205	chr12	8178435	8179178	.	744	3	2	4	4	4	3
h3k27ac_input_peak_12206	chr12	8179494	8179917	.	424	3	5	11	6	9	10
h3k27ac_input_peak_12207	chr12	8180288	8180829	.	542	1	2	2	1	3	1
h3k27ac_input_peak_12208	chr12	8183088	8183746	.	659	1	3	10	3	13	8
h3k27ac_input_peak_12209	chr12	8184520	8186429	.	1910	90	146	188	113	156	208
h3k27ac_input_peak_12210	chr12	8233791	8235357	.	1567	45	78	89	64	73	79
h3k27ac_input_peak_12211	chr12	8307859	8311660	.	3802	0	1	0	1	0	0
h3k27ac_input_peak_12212	chr12	8385719	8386025	.	307	1	2	0	1	1	2
h3k27ac_input_peak_12213	chr12	8387625	8387914	.	290	10	3	13	3	5	4
h3k27ac_input_peak_12214	chr12	8388799	8389614	.	816	4	3	1	4	4	2
h3k27ac_input_peak_12215	chr12	8392364	8395513	.	3150	67	44	88	84	73	78
h3k27ac_input_peak_12216	chr12	8396663	8397334	.	672	2	1	3	0	2	2
h3k27ac_input_peak_12217	chr12	8850631	8850920	.	290	25	28	41	20	33	27
h3k27ac_input_peak_12218	chr12	9066855	9067305	.	451	0	0	0	0	1	1
h3k27ac_input_peak_12219	chr12	9101390	9102598	.	1209	233	363	352	289	439	304
h3k27ac_input_peak_12220	chr12	9436821	9437190	.	370	2	4	3	1	5	0
h3k27ac_input_peak_12221	chr12	9441523	9441940	.	418	1	5	4	3	4	4
h3k27ac_input_peak_12222	chr12	9599472	9601485	.	2014	141	131	161	144	152	118
h3k27ac_input_peak_12223	chr12	9799819	9800526	.	708	5	7	5	9	11	3
h3k27ac_input_peak_12224	chr12	9800791	9804912	.	4122	114	132	97	125	200	158
h3k27ac_input_peak_12225	chr12	9825764	9826165	.	402	3	4	8	6	9	7
h3k27ac_input_peak_12226	chr12	9944402	9944921	.	520	0	0	0	0	0	0
h3k27ac_input_peak_12227	chr12	10021534	10022738	.	1205	12	7	18	16	12	33
h3k27ac_input_peak_12228	chr12	10182120	10182751	.	632	0	0	0	0	0	0
h3k27ac_input_peak_12229	chr12	10183690	10184121	.	432	0	0	0	0	0	0
h3k27ac_input_peak_12230	chr12	10365118	10366378	.	1261	35	83	95	37	113	126
h3k27ac_input_peak_12231	chr12	10491470	10493925	.	2456	0	1	1	0	1	1
h3k27ac_input_peak_12232	chr12	10514991	10518873	.	3883	13	20	21	15	41	28
h3k27ac_input_peak_12233	chr12	10547038	10547412	.	375	1	0	7	4	3	4
h3k27ac_input_peak_12234	chr12	10547825	10548366	.	542	4	0	6	2	5	16
h3k27ac_input_peak_12235	chr12	10549438	10549817	.	380	0	0	2	0	2	8
h3k27ac_input_peak_12236	chr12	10575097	10575979	.	883	0	2	7	6	4	14
h3k27ac_input_peak_12237	chr12	10576299	10576678	.	380	2	1	2	0	1	4
h3k27ac_input_peak_12238	chr12	10577710	10578259	.	550	2	0	4	0	2	8
h3k27ac_input_peak_12239	chr12	10589035	10589907	.	873	1	0	5	0	2	12
h3k27ac_input_peak_12240	chr12	10590579	10591923	.	1345	1	0	2	2	1	6
h3k27ac_input_peak_12241	chr12	10592148	10592681	.	534	0	2	4	1	0	10
h3k27ac_input_peak_12242	chr12	10593000	10593289	.	290	0	0	0	0	0	0
h3k27ac_input_peak_12243	chr12	10594419	10594708	.	290	0	0	3	0	0	0
h3k27ac_input_peak_12244	chr12	10765218	10767229	.	2012	113	161	169	145	208	145
h3k27ac_input_peak_12245	chr12	10767454	10767772	.	319	0	1	1	0	0	1
h3k27ac_input_peak_12246	chr12	10768331	10768745	.	415	0	0	5	1	2	2
h3k27ac_input_peak_12247	chr12	10769736	10771010	.	1275	13	27	20	13	24	21
h3k27ac_input_peak_12248	chr12	10771250	10773343	.	2094	56	186	244	104	219	241
h3k27ac_input_peak_12249	chr12	10774103	10774671	.	569	8	34	45	23	33	51
h3k27ac_input_peak_12250	chr12	10783072	10783641	.	570	6	3	13	6	8	11
h3k27ac_input_peak_12251	chr12	10783902	10784555	.	654	2	3	4	5	6	10
h3k27ac_input_peak_12252	chr12	10785536	10787121	.	1586	21	52	78	33	58	56
h3k27ac_input_peak_12253	chr12	10787461	10789282	.	1822	14	24	34	12	19	17
h3k27ac_input_peak_12254	chr12	10789523	10789951	.	429	9	11	21	12	23	27
h3k27ac_input_peak_12255	chr12	10790407	10790906	.	500	2	5	12	4	8	10
h3k27ac_input_peak_12256	chr12	10792708	10796128	.	3421	40	46	81	30	66	74
h3k27ac_input_peak_12257	chr12	10796386	10796904	.	519	4	2	9	2	8	12
h3k27ac_input_peak_12258	chr12	10825819	10826277	.	459	1	4	7	3	8	6
h3k27ac_input_peak_12259	chr12	10868612	10869370	.	759	63	68	101	56	92	103
h3k27ac_input_peak_12260	chr12	10869741	10871965	.	2225	188	173	270	193	230	297
h3k27ac_input_peak_12261	chr12	10873071	10873546	.	476	32	30	53	37	57	45
h3k27ac_input_peak_12262	chr12	10874368	10876582	.	2215	42	47	91	49	109	88
h3k27ac_input_peak_12263	chr12	11323770	11325493	.	1724	197	232	265	238	326	281
h3k27ac_input_peak_12264	chr12	11801159	11805668	.	4510	140	138	180	144	165	186
h3k27ac_input_peak_12265	chr12	11810979	11811541	.	563	21	13	24	9	19	27
h3k27ac_input_peak_12266	chr12	11869509	11870246	.	738	12	8	14	6	14	17
h3k27ac_input_peak_12267	chr12	11870566	11870898	.	333	7	9	8	7	8	12
h3k27ac_input_peak_12268	chr12	11871503	11872659	.	1157	17	12	22	14	15	21
h3k27ac_input_peak_12269	chr12	11873172	11873666	.	495	8	10	13	13	13	10
h3k27ac_input_peak_12270	chr12	11882559	11884584	.	2026	27	12	28	27	25	26
h3k27ac_input_peak_12271	chr12	11884786	11885485	.	700	18	8	16	11	7	10
h3k27ac_input_peak_12272	chr12	11885787	11886100	.	314	5	1	2	3	4	1
h3k27ac_input_peak_12273	chr12	11886599	11887037	.	439	3	7	7	4	3	6
h3k27ac_input_peak_12274	chr12	11894766	11895173	.	408	9	4	9	3	5	12
h3k27ac_input_peak_12275	chr12	11899328	11899889	.	562	4	9	17	7	14	10
h3k27ac_input_peak_12276	chr12	11944520	11945279	.	760	9	6	13	6	13	10
h3k27ac_input_peak_12277	chr12	11945984	11946371	.	388	10	6	10	11	13	15
h3k27ac_input_peak_12278	chr12	11946722	11953639	.	6918	137	84	157	105	128	123
h3k27ac_input_peak_12279	chr12	11954120	11954505	.	386	16	6	7	9	12	12
h3k27ac_input_peak_12280	chr12	11965204	11965511	.	308	6	4	8	10	8	6
h3k27ac_input_peak_12281	chr12	11990690	11992043	.	1354	79	99	83	52	76	72
h3k27ac_input_peak_12282	chr12	11992672	11993569	.	898	11	6	12	8	6	8
h3k27ac_input_peak_12283	chr12	12029041	12029330	.	290	4	7	7	4	8	3
h3k27ac_input_peak_12284	chr12	12029874	12030603	.	730	8	7	4	6	7	14
h3k27ac_input_peak_12285	chr12	12031403	12031729	.	327	4	3	1	2	8	3
h3k27ac_input_peak_12286	chr12	12031957	12032817	.	861	6	7	6	8	15	11
h3k27ac_input_peak_12287	chr12	12037053	12037542	.	490	42	60	60	27	61	68
h3k27ac_input_peak_12288	chr12	12038454	12038828	.	375	2	3	6	2	9	4
h3k27ac_input_peak_12289	chr12	12039147	12039448	.	302	2	4	4	2	6	3
h3k27ac_input_peak_12290	chr12	12058917	12060500	.	1584	0	0	1	0	1	0
h3k27ac_input_peak_12291	chr12	12092988	12093408	.	421	0	0	0	0	0	0
h3k27ac_input_peak_12292	chr12	12093765	12094930	.	1166	0	0	3	1	1	3
h3k27ac_input_peak_12293	chr12	12111877	12113080	.	1204	1	5	3	2	3	9
h3k27ac_input_peak_12294	chr12	12113722	12114066	.	345	1	1	1	1	0	2
h3k27ac_input_peak_12295	chr12	12133257	12133893	.	637	0	0	0	0	0	0
h3k27ac_input_peak_12296	chr12	12134498	12134914	.	417	0	0	1	0	2	1
h3k27ac_input_peak_12297	chr12	12156691	12156980	.	290	0	0	0	0	0	0
h3k27ac_input_peak_12298	chr12	12160228	12162245	.	2018	2	1	1	1	1	3
h3k27ac_input_peak_12299	chr12	12162536	12164400	.	1865	5	5	3	5	9	6
h3k27ac_input_peak_12300	chr12	12164687	12165969	.	1283	0	0	0	1	0	2
h3k27ac_input_peak_12301	chr12	12167275	12167564	.	290	0	0	0	0	0	0
h3k27ac_input_peak_12302	chr12	12185873	12186400	.	528	2	4	1	3	8	4
h3k27ac_input_peak_12303	chr12	12417806	12418095	.	290	6	3	6	3	13	3
h3k27ac_input_peak_12304	chr12	12419160	12421062	.	1903	69	128	83	81	199	95
h3k27ac_input_peak_12305	chr12	12423574	12427547	.	3974	3	9	1	3	12	7
h3k27ac_input_peak_12306	chr12	12428516	12428973	.	458	0	0	0	0	0	0
h3k27ac_input_peak_12307	chr12	12434985	12435457	.	473	0	0	0	0	0	0
h3k27ac_input_peak_12308	chr12	12436146	12436579	.	434	0	0	0	0	0	0
h3k27ac_input_peak_12309	chr12	12446776	12447289	.	514	0	0	0	0	0	0
h3k27ac_input_peak_12310	chr12	12509478	12509814	.	337	7	1	2	4	5	3
h3k27ac_input_peak_12311	chr12	12510174	12511497	.	1324	41	42	44	38	45	57
h3k27ac_input_peak_12312	chr12	12712945	12713662	.	718	13	8	19	7	17	22
h3k27ac_input_peak_12313	chr12	12713994	12715618	.	1625	16	40	51	14	31	53
h3k27ac_input_peak_12314	chr12	12715911	12716540	.	630	0	0	0	0	0	0
h3k27ac_input_peak_12315	chr12	12759833	12760122	.	290	0	1	1	0	0	1
h3k27ac_input_peak_12316	chr12	12763536	12765796	.	2261	28	72	62	60	86	77
h3k27ac_input_peak_12317	chr12	12766064	12766889	.	826	8	5	4	5	9	4
h3k27ac_input_peak_12318	chr12	12848827	12850128	.	1302	16	14	12	15	15	9
h3k27ac_input_peak_12319	chr12	12850344	12850842	.	499	3	4	5	5	1	5
h3k27ac_input_peak_12320	chr12	12856813	12857132	.	320	0	1	0	1	1	0
h3k27ac_input_peak_12321	chr12	12867413	12869944	.	2532	13	19	9	11	19	16
h3k27ac_input_peak_12322	chr12	12870380	12880502	.	10123	703	1367	932	839	1670	1135
h3k27ac_input_peak_12323	chr12	12881248	12881841	.	594	31	26	27	20	24	22
h3k27ac_input_peak_12324	chr12	12885530	12887786	.	2257	59	33	32	38	34	29
h3k27ac_input_peak_12325	chr12	12888008	12888319	.	312	9	12	11	8	9	5
h3k27ac_input_peak_12326	chr12	12888867	12889408	.	542	8	6	7	6	7	4
h3k27ac_input_peak_12327	chr12	12909833	12910972	.	1140	10	8	11	11	9	10
h3k27ac_input_peak_12328	chr12	12911188	12912854	.	1667	28	9	24	24	9	21
h3k27ac_input_peak_12329	chr12	12931602	12932908	.	1307	10	2	15	8	4	7
h3k27ac_input_peak_12330	chr12	12938963	12941166	.	2204	74	56	74	83	81	89
h3k27ac_input_peak_12331	chr12	12954709	12955267	.	559	2	0	1	0	0	0
h3k27ac_input_peak_12332	chr12	12956483	12957861	.	1379	1	4	7	3	7	5
h3k27ac_input_peak_12333	chr12	12958078	12959419	.	1342	1	1	2	1	0	2
h3k27ac_input_peak_12334	chr12	12966274	12977925	.	11652	718	1165	1198	947	1447	1201
h3k27ac_input_peak_12335	chr12	12978732	12979462	.	731	42	70	83	51	113	75
h3k27ac_input_peak_12336	chr12	12981696	12982822	.	1127	316	532	501	392	567	546
h3k27ac_input_peak_12337	chr12	12984381	12984740	.	360	11	12	17	4	14	12
h3k27ac_input_peak_12338	chr12	12985349	12988310	.	2962	58	83	80	40	73	60
h3k27ac_input_peak_12339	chr12	12988635	12991563	.	2929	35	61	62	39	76	40
h3k27ac_input_peak_12340	chr12	12991803	12994287	.	2485	15	32	32	14	31	18
h3k27ac_input_peak_12341	chr12	12994674	12995021	.	348	5	3	2	2	8	3
h3k27ac_input_peak_12342	chr12	13021234	13028975	.	7742	98	141	175	129	189	149
h3k27ac_input_peak_12343	chr12	13029244	13029805	.	562	3	12	11	8	22	12
h3k27ac_input_peak_12344	chr12	13030016	13032066	.	2051	15	12	17	11	8	15
h3k27ac_input_peak_12345	chr12	13032461	13037999	.	5539	26	42	53	37	74	59
h3k27ac_input_peak_12346	chr12	13038364	13039148	.	785	3	4	0	2	9	4
h3k27ac_input_peak_12347	chr12	13040695	13041543	.	849	3	3	4	1	0	6
h3k27ac_input_peak_12348	chr12	13041964	13044140	.	2177	8	16	22	18	35	17
h3k27ac_input_peak_12349	chr12	13044595	13047688	.	3094	692	2869	2022	866	3613	1879
h3k27ac_input_peak_12350	chr12	13048056	13048618	.	563	19	64	38	20	81	56
h3k27ac_input_peak_12351	chr12	13049131	13050675	.	1545	57	169	140	66	205	151
h3k27ac_input_peak_12352	chr12	13050927	13052517	.	1591	56	171	135	65	262	155
h3k27ac_input_peak_12353	chr12	13053093	13054103	.	1011	19	75	77	30	121	73
h3k27ac_input_peak_12354	chr12	13054766	13055757	.	992	20	56	53	17	71	46
h3k27ac_input_peak_12355	chr12	13078641	13079462	.	822	5	7	15	2	8	27
h3k27ac_input_peak_12356	chr12	13080890	13081370	.	481	9	7	16	11	10	13
h3k27ac_input_peak_12357	chr12	13145437	13146696	.	1260	9	2	16	16	10	10
h3k27ac_input_peak_12358	chr12	13152455	13153240	.	786	38	43	89	64	54	53
h3k27ac_input_peak_12359	chr12	13153546	13154771	.	1226	17	19	22	16	30	28
h3k27ac_input_peak_12360	chr12	13243905	13244394	.	490	0	0	0	0	0	1
h3k27ac_input_peak_12361	chr12	13245019	13245887	.	869	1	0	2	0	0	0
h3k27ac_input_peak_12362	chr12	13246477	13247512	.	1036	0	1	0	1	0	0
h3k27ac_input_peak_12363	chr12	13247794	13251102	.	3309	2	1	4	4	2	4
h3k27ac_input_peak_12364	chr12	13251395	13255160	.	3766	10	13	12	15	21	18
h3k27ac_input_peak_12365	chr12	13255411	13256067	.	657	1	2	0	0	4	3
h3k27ac_input_peak_12366	chr12	13269790	13270254	.	465	0	0	0	0	2	0
h3k27ac_input_peak_12367	chr12	13272522	13273376	.	855	0	0	0	0	2	1
h3k27ac_input_peak_12368	chr12	13285741	13286070	.	330	0	1	0	0	1	0
h3k27ac_input_peak_12369	chr12	13287756	13288643	.	888	0	1	1	0	0	1
h3k27ac_input_peak_12370	chr12	13289083	13289724	.	642	2	0	0	0	1	0
h3k27ac_input_peak_12371	chr12	13298742	13299221	.	480	0	0	0	0	0	0
h3k27ac_input_peak_12372	chr12	13308075	13308370	.	296	0	0	0	1	0	0
h3k27ac_input_peak_12373	chr12	13318262	13319910	.	1649	1	0	0	0	2	1
h3k27ac_input_peak_12374	chr12	13320636	13321100	.	465	1	0	0	0	0	0
h3k27ac_input_peak_12375	chr12	13325180	13328451	.	3272	3	1	3	3	1	0
h3k27ac_input_peak_12376	chr12	13331870	13332504	.	635	1	0	0	2	2	2
h3k27ac_input_peak_12377	chr12	13337905	13338245	.	341	0	0	0	0	0	0
h3k27ac_input_peak_12378	chr12	13347059	13349416	.	2358	2	2	2	0	0	1
h3k27ac_input_peak_12379	chr12	13349820	13361690	.	11871	486	378	446	521	659	515
h3k27ac_input_peak_12380	chr12	13361918	13364931	.	3014	661	627	438	793	851	524
h3k27ac_input_peak_12381	chr12	13375547	13376053	.	507	1	0	2	3	0	1
h3k27ac_input_peak_12382	chr12	13376527	13377138	.	612	4	4	5	2	1	6
h3k27ac_input_peak_12383	chr12	14401664	14402382	.	719	0	0	0	0	0	0
h3k27ac_input_peak_12384	chr12	14407533	14410612	.	3080	3	4	1	4	4	1
h3k27ac_input_peak_12385	chr12	14411071	14414594	.	3524	8	4	2	2	16	2
h3k27ac_input_peak_12386	chr12	14425940	14426229	.	290	0	0	0	0	0	0
h3k27ac_input_peak_12387	chr12	14518020	14518319	.	300	10	2	3	7	5	5
h3k27ac_input_peak_12388	chr12	14518590	14520629	.	2040	126	131	149	148	207	183
h3k27ac_input_peak_12389	chr12	14551634	14552897	.	1264	33	16	38	28	27	33
h3k27ac_input_peak_12390	chr12	14553257	14553676	.	420	10	9	20	14	11	7
h3k27ac_input_peak_12391	chr12	14922542	14922855	.	314	13	11	27	9	14	24
h3k27ac_input_peak_12392	chr12	14923334	14925477	.	2144	752	877	641	848	800	539
h3k27ac_input_peak_12393	chr12	14925853	14926490	.	638	0	1	1	0	0	1
h3k27ac_input_peak_12394	chr12	14927320	14928635	.	1316	168	303	429	297	415	533
h3k27ac_input_peak_12395	chr12	14955569	14956371	.	803	99	122	99	103	124	110
h3k27ac_input_peak_12396	chr12	14956784	14957900	.	1117	11	9	16	10	17	11
h3k27ac_input_peak_12397	chr12	14987812	14988327	.	516	1	1	4	2	0	1
h3k27ac_input_peak_12398	chr12	14989706	14990340	.	635	1	1	3	2	2	2
h3k27ac_input_peak_12399	chr12	14991225	14991539	.	315	0	2	1	0	0	1
h3k27ac_input_peak_12400	chr12	14992369	14992673	.	305	2	0	1	1	0	0
h3k27ac_input_peak_12401	chr12	15099564	15101493	.	1930	59	94	58	92	87	79
h3k27ac_input_peak_12402	chr12	15101960	15104038	.	2079	104	149	106	146	189	115
h3k27ac_input_peak_12403	chr12	15104374	15106700	.	2327	10	19	18	9	22	13
h3k27ac_input_peak_12404	chr12	15106921	15107523	.	603	4	5	4	4	5	4
h3k27ac_input_peak_12405	chr12	15112504	15112908	.	405	10	7	5	4	14	2
h3k27ac_input_peak_12406	chr12	15113167	15116394	.	3228	19	5	15	13	12	7
h3k27ac_input_peak_12407	chr12	15755110	15755508	.	399	1	1	1	1	0	1
h3k27ac_input_peak_12408	chr12	15778794	15779289	.	496	9	8	9	9	8	9
h3k27ac_input_peak_12409	chr12	15779606	15782114	.	2509	31	20	51	22	36	46
h3k27ac_input_peak_12410	chr12	15782434	15784528	.	2095	137	181	201	152	176	185
h3k27ac_input_peak_12411	chr12	15784811	15786513	.	1703	18	13	30	11	16	27
h3k27ac_input_peak_12412	chr12	15787191	15788097	.	907	7	11	19	10	20	19
h3k27ac_input_peak_12413	chr12	15788315	15788961	.	647	6	8	12	10	13	16
h3k27ac_input_peak_12414	chr12	15789665	15792300	.	2636	34	25	48	35	49	44
h3k27ac_input_peak_12415	chr12	15792512	15792982	.	471	10	9	16	17	17	17
h3k27ac_input_peak_12416	chr12	15815097	15816477	.	1381	60	44	77	46	83	82
h3k27ac_input_peak_12417	chr12	15818289	15818578	.	290	15	9	17	11	19	22
h3k27ac_input_peak_12418	chr12	15832802	15833231	.	430	10	11	11	12	9	15
h3k27ac_input_peak_12419	chr12	15843878	15844380	.	503	13	10	34	10	21	25
h3k27ac_input_peak_12420	chr12	15851465	15857083	.	5619	121	105	211	102	145	186
h3k27ac_input_peak_12421	chr12	15936256	15936545	.	290	14	12	23	12	15	25
h3k27ac_input_peak_12422	chr12	15940173	15940513	.	341	33	34	40	30	45	47
h3k27ac_input_peak_12423	chr12	15940901	15942082	.	1182	67	60	114	75	82	126
