NAME	TITLE	SCORE	
TUT1	terminal uridylyl transferase 1, U6 snRNA-specific [Source:HGNC Symbol;Acc:HGNC:26184]	0.30527237	
GIT2	GIT ArfGAP 2 [Source:HGNC Symbol;Acc:HGNC:4273]	0.30518124	
FAM8A1	family with sequence similarity 8 member A1 [Source:HGNC Symbol;Acc:HGNC:16372]	0.30514956	
CASP10	caspase 10 [Source:HGNC Symbol;Acc:HGNC:1500]	0.3051411	
TMEM104	transmembrane protein 104 [Source:HGNC Symbol;Acc:HGNC:25984]	0.30500856	
ATP11A	ATPase phospholipid transporting 11A [Source:HGNC Symbol;Acc:HGNC:13552]	0.3049868	
GPM6B	glycoprotein M6B [Source:HGNC Symbol;Acc:HGNC:4461]	0.30460206	
EFCAB13	EF-hand calcium binding domain 13 [Source:HGNC Symbol;Acc:HGNC:26864]	0.30457154	
NFYA	nuclear transcription factor Y subunit alpha [Source:HGNC Symbol;Acc:HGNC:7804]	0.30432397	
POC1B-GALNT4	POC1B-GALNT4 readthrough [Source:HGNC Symbol;Acc:HGNC:42957]	0.3042588	
TPST1	tyrosylprotein sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:12020]	0.30425775	
MTND5P26	MT-ND5 pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:42295]	0.3040087	
EEF1A1P11	eukaryotic translation elongation factor 1 alpha 1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:3206]	0.3040087	
MIIP	migration and invasion inhibitory protein [Source:HGNC Symbol;Acc:HGNC:25715]	0.30395928	
ADAM23	ADAM metallopeptidase domain 23 [Source:HGNC Symbol;Acc:HGNC:202]	0.30393362	
SNORD32A	small nucleolar RNA, C/D box 32A [Source:HGNC Symbol;Acc:HGNC:10159]	0.30388886	
KLHDC8B	kelch domain containing 8B [Source:HGNC Symbol;Acc:HGNC:28557]	0.30387607	
UBC	ubiquitin C [Source:HGNC Symbol;Acc:HGNC:12468]	0.30383232	
DCAF5	DDB1 and CUL4 associated factor 5 [Source:HGNC Symbol;Acc:HGNC:20224]	0.30355275	
AL513366.1	ITPK1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54951]	0.30351868	
AC092171.3	uncharacterized LOC100129484 [Source:NCBI gene (formerly Entrezgene);Acc:100129484]	0.3031623	
ZNF600	zinc finger protein 600 [Source:HGNC Symbol;Acc:HGNC:30951]	0.3031337	
HDAC7	histone deacetylase 7 [Source:HGNC Symbol;Acc:HGNC:14067]	0.3027938	
C8orf44	chromosome 8 open reading frame 44 [Source:HGNC Symbol;Acc:HGNC:25646]	0.30276617	
DNAJC14	DnaJ heat shock protein family (Hsp40) member C14 [Source:HGNC Symbol;Acc:HGNC:24581]	0.30252913	
MYO15A	myosin XVA [Source:HGNC Symbol;Acc:HGNC:7594]	0.30249777	
EMC1	ER membrane protein complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28957]	0.3023096	
PRKCD	protein kinase C delta [Source:HGNC Symbol;Acc:HGNC:9399]	0.30230215	
KIAA2026	KIAA2026 [Source:HGNC Symbol;Acc:HGNC:23378]	0.30227086	
SHKBP1	SH3KBP1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19214]	0.3022316	
MTND5P28	MT-ND5 pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:42290]	0.3018027	
NRXN3	neurexin 3 [Source:HGNC Symbol;Acc:HGNC:8010]	0.3018027	
TPD52	tumor protein D52 [Source:HGNC Symbol;Acc:HGNC:12005]	0.30179706	
NKPD1	NTPase KAP family P-loop domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24739]	0.30154088	
ENPP7P1	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:48699]	0.30142033	
PTGR2	prostaglandin reductase 2 [Source:HGNC Symbol;Acc:HGNC:20149]	0.3013965	
PIGL	phosphatidylinositol glycan anchor biosynthesis class L [Source:HGNC Symbol;Acc:HGNC:8966]	0.30137542	
TOMM40L	translocase of outer mitochondrial membrane 40 like [Source:HGNC Symbol;Acc:HGNC:25756]	0.3013548	
AIFM2	apoptosis inducing factor mitochondria associated 2 [Source:HGNC Symbol;Acc:HGNC:21411]	0.30105177	
GGPS1	geranylgeranyl diphosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:4249]	0.3009566	
SLC35E2A	solute carrier family 35 member E2A [Source:HGNC Symbol;Acc:HGNC:20863]	0.30064902	
ZNF613	zinc finger protein 613 [Source:HGNC Symbol;Acc:HGNC:25827]	0.30058482	
CD248	CD248 molecule [Source:HGNC Symbol;Acc:HGNC:18219]	0.3004485	
WHAMMP3	WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:27892]	0.30036962	
SCD	stearoyl-CoA desaturase [Source:HGNC Symbol;Acc:HGNC:10571]	0.3002625	
ELK1	ETS transcription factor ELK1 [Source:HGNC Symbol;Acc:HGNC:3321]	0.30015254	
RPS11P5	ribosomal protein S11 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:36312]	0.30007547	
EP400P1	EP400 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:26602]	0.3000471	
FAM177B	family with sequence similarity 177 member B [Source:HGNC Symbol;Acc:HGNC:34395]	0.300019	
ODAPH	odontogenesis associated phosphoprotein [Source:HGNC Symbol;Acc:HGNC:26300]	0.2999681	
LYSMD4	LysM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26571]	0.29994982	
PSMA6	proteasome 20S subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:9535]	0.29991806	
PPP1R3F	protein phosphatase 1 regulatory subunit 3F [Source:HGNC Symbol;Acc:HGNC:14944]	0.29988992	
IFT27	intraflagellar transport 27 [Source:HGNC Symbol;Acc:HGNC:18626]	0.29972818	
FEM1B	fem-1 homolog B [Source:HGNC Symbol;Acc:HGNC:3649]	0.29955137	
AC010536.1	novel transcript	0.29954937	
RNF181	ring finger protein 181 [Source:HGNC Symbol;Acc:HGNC:28037]	0.29947504	
RPL23AP64	ribosomal protein L23a pseudogene 64 [Source:HGNC Symbol;Acc:HGNC:36552]	0.29936332	
HYDIN	HYDIN axonemal central pair apparatus protein [Source:HGNC Symbol;Acc:HGNC:19368]	0.29926077	
ZNF746	zinc finger protein 746 [Source:HGNC Symbol;Acc:HGNC:21948]	0.29923758	
C1QTNF6	C1q and TNF related 6 [Source:HGNC Symbol;Acc:HGNC:14343]	0.29907453	
G6PC3	glucose-6-phosphatase catalytic subunit 3 [Source:HGNC Symbol;Acc:HGNC:24861]	0.2990742	
ITGA3	integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]	0.2988462	
WDSUB1	WD repeat, sterile alpha motif and U-box domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26697]	0.2987861	
TAOK1	TAO kinase 1 [Source:HGNC Symbol;Acc:HGNC:29259]	0.29855388	
TOB2	transducer of ERBB2, 2 [Source:HGNC Symbol;Acc:HGNC:11980]	0.2982752	
APLF	aprataxin and PNKP like factor [Source:HGNC Symbol;Acc:HGNC:28724]	0.2981105	
GOT1	glutamic-oxaloacetic transaminase 1 [Source:HGNC Symbol;Acc:HGNC:4432]	0.29768842	
MEGF11	multiple EGF like domains 11 [Source:HGNC Symbol;Acc:HGNC:29635]	0.29763615	
PIGS	phosphatidylinositol glycan anchor biosynthesis class S [Source:HGNC Symbol;Acc:HGNC:14937]	0.29756498	
CASP8	caspase 8 [Source:HGNC Symbol;Acc:HGNC:1509]	0.2975265	
BRMS1	BRMS1 transcriptional repressor and anoikis regulator [Source:HGNC Symbol;Acc:HGNC:17262]	0.29717228	
RBM43	RNA binding motif protein 43 [Source:HGNC Symbol;Acc:HGNC:24790]	0.2968374	
TUBB3	tubulin beta 3 class III [Source:HGNC Symbol;Acc:HGNC:20772]	0.29677075	
PHLDB2	pleckstrin homology like domain family B member 2 [Source:HGNC Symbol;Acc:HGNC:29573]	0.29663286	
ZNF669	zinc finger protein 669 [Source:HGNC Symbol;Acc:HGNC:25736]	0.29653051	
NDUFB1P1	NADH:ubiquinone oxidoreductase subunit B1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30893]	0.2964097	
STK16	serine/threonine kinase 16 [Source:HGNC Symbol;Acc:HGNC:11394]	0.2959864	
GRB2	growth factor receptor bound protein 2 [Source:HGNC Symbol;Acc:HGNC:4566]	0.2959035	
TCF4	transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11634]	0.2958405	
C9orf163	chromosome 9 open reading frame 163 [Source:HGNC Symbol;Acc:HGNC:26718]	0.29568204	
AC098591.2	acyl-CoA thioesterase 7 (ACOT7) pseudogene	0.2954709	
RN7SL615P	RNA, 7SL, cytoplasmic 615, pseudogene [Source:HGNC Symbol;Acc:HGNC:46631]	0.2954709	
ZC3H11A	zinc finger CCCH-type containing 11A [Source:HGNC Symbol;Acc:HGNC:29093]	0.2954709	
SLC25A44	solute carrier family 25 member 44 [Source:HGNC Symbol;Acc:HGNC:29036]	0.29533172	
RTL5	retrotransposon Gag like 5 [Source:HGNC Symbol;Acc:HGNC:29430]	0.2952833	
CARMIL1	capping protein regulator and myosin 1 linker 1 [Source:HGNC Symbol;Acc:HGNC:21581]	0.2949099	
P2RX5	purinergic receptor P2X 5 [Source:HGNC Symbol;Acc:HGNC:8536]	0.29470095	
RN7SL775P	RNA, 7SL, cytoplasmic 775, pseudogene [Source:HGNC Symbol;Acc:HGNC:46791]	0.29466453	
ZNRF3	zinc and ring finger 3 [Source:HGNC Symbol;Acc:HGNC:18126]	0.29465124	
ZNF557	zinc finger protein 557 [Source:HGNC Symbol;Acc:HGNC:28632]	0.2945593	
CHPF2	chondroitin polymerizing factor 2 [Source:HGNC Symbol;Acc:HGNC:29270]	0.2945043	
C5orf66	chromosome 5 open reading frame 66 [Source:HGNC Symbol;Acc:HGNC:48332]	0.29427978	
MAPRE3-AS1	MAPRE3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40362]	0.29336068	
NDUFB7	NADH:ubiquinone oxidoreductase subunit B7 [Source:HGNC Symbol;Acc:HGNC:7702]	0.29311553	
HYAL1	hyaluronidase 1 [Source:HGNC Symbol;Acc:HGNC:5320]	0.29311284	
TMEM33	transmembrane protein 33 [Source:HGNC Symbol;Acc:HGNC:25541]	0.2931122	
PRDX2P1	peroxiredoxin 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30020]	0.2929206	
MRPL43	mitochondrial ribosomal protein L43 [Source:HGNC Symbol;Acc:HGNC:14517]	0.2927916	
PALB2	partner and localizer of BRCA2 [Source:HGNC Symbol;Acc:HGNC:26144]	0.2927848	
ZNF33A	zinc finger protein 33A [Source:HGNC Symbol;Acc:HGNC:13096]	0.29273945	
GNRH2	gonadotropin releasing hormone 2 [Source:HGNC Symbol;Acc:HGNC:4420]	0.29247087	
PSEN1	presenilin 1 [Source:HGNC Symbol;Acc:HGNC:9508]	0.29245222	
AL355297.3	novel transcript, antisense to ARID1B	0.2924203	
HSPB9	heat shock protein family B (small) member 9 [Source:HGNC Symbol;Acc:HGNC:30589]	0.2924203	
PRB1	proline rich protein BstNI subfamily 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:9337]	0.2924203	
HSPA8P5	heat shock protein family A (Hsp70) member 8 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:44920]	0.2924203	
ATAD3B	ATPase family AAA domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24007]	0.2924051	
BTBD7	BTB domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18269]	0.2924047	
CDPF1P1	CDPF1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54763]	0.29229122	
GLG1	golgi glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:4316]	0.2922342	
AC131254.1	novel transcript	0.2921853	
PTPRZ1	protein tyrosine phosphatase receptor type Z1 [Source:HGNC Symbol;Acc:HGNC:9685]	0.29205152	
SH3BGRL2	SH3 domain binding glutamate rich protein like 2 [Source:HGNC Symbol;Acc:HGNC:15567]	0.29195094	
SLC20A2	solute carrier family 20 member 2 [Source:HGNC Symbol;Acc:HGNC:10947]	0.29191104	
THSD4	thrombospondin type 1 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25835]	0.29170817	
RPLP2	ribosomal protein lateral stalk subunit P2 [Source:HGNC Symbol;Acc:HGNC:10377]	0.29155898	
DCTPP1	dCTP pyrophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28777]	0.29140967	
GID8	GID complex subunit 8 homolog [Source:HGNC Symbol;Acc:HGNC:15857]	0.291393	
DENND5A	DENN domain containing 5A [Source:HGNC Symbol;Acc:HGNC:19344]	0.29135796	
HLA-L	major histocompatibility complex, class I, L (pseudogene) [Source:HGNC Symbol;Acc:HGNC:4970]	0.2913536	
GUCD1	guanylyl cyclase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14237]	0.2909625	
LRIF1	ligand dependent nuclear receptor interacting factor 1 [Source:HGNC Symbol;Acc:HGNC:30299]	0.2908654	
GAPDHP51	glyceraldehyde 3 phosphate dehydrogenase pseudogene 51 [Source:HGNC Symbol;Acc:HGNC:38557]	0.29078084	
RNU6-199P	RNA, U6 small nuclear 199, pseudogene [Source:HGNC Symbol;Acc:HGNC:47162]	0.29061675	
NAP1L4P3	nucleosome assembly protein 1 like 4 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:39738]	0.29061675	
ZNF324B	zinc finger protein 324B [Source:HGNC Symbol;Acc:HGNC:33107]	0.29045364	
RPL7P14	ribosomal protein L7 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:35984]	0.29042006	
MALRD1	MAM and LDL receptor class A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24331]	0.29041958	
SPTBN1	spectrin beta, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11275]	0.29029283	
MZT2A	mitotic spindle organizing protein 2A [Source:HGNC Symbol;Acc:HGNC:33187]	0.290203	
ZNF22-AS1	ZNF22 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23509]	0.29014373	
GCN1	GCN1 activator of EIF2AK4 [Source:HGNC Symbol;Acc:HGNC:4199]	0.29007354	
FAM200A	family with sequence similarity 200 member A [Source:HGNC Symbol;Acc:HGNC:25401]	0.29003942	
SOCS3	suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:HGNC:19391]	0.2899486	
OR7E38P	olfactory receptor family 7 subfamily E member 38 pseudogene [Source:HGNC Symbol;Acc:HGNC:8411]	0.289898	
SNAP91	synaptosome associated protein 91 [Source:HGNC Symbol;Acc:HGNC:14986]	0.28981063	
P4HB	prolyl 4-hydroxylase subunit beta [Source:HGNC Symbol;Acc:HGNC:8548]	0.28980905	
PAK4	p21 (RAC1) activated kinase 4 [Source:HGNC Symbol;Acc:HGNC:16059]	0.28962258	
CACNB1	calcium voltage-gated channel auxiliary subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:1401]	0.28954244	
ZNF75A	zinc finger protein 75a [Source:HGNC Symbol;Acc:HGNC:13146]	0.2894023	
ZNF552	zinc finger protein 552 [Source:HGNC Symbol;Acc:HGNC:26135]	0.2893599	
CRMP1	collapsin response mediator protein 1 [Source:HGNC Symbol;Acc:HGNC:2365]	0.28929523	
UBE2D3	ubiquitin conjugating enzyme E2 D3 [Source:HGNC Symbol;Acc:HGNC:12476]	0.28928602	
CLK2P1	CDC like kinase 2, pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2070]	0.28923845	
POLA2	DNA polymerase alpha 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:30073]	0.28923145	
ARHGEF38	Rho guanine nucleotide exchange factor 38 [Source:HGNC Symbol;Acc:HGNC:25968]	0.289218	
KLHL29	kelch like family member 29 [Source:HGNC Symbol;Acc:HGNC:29404]	0.28905785	
SLC25A39P1	solute carrier family 25 member 39 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43859]	0.28902596	
UBE2B	ubiquitin conjugating enzyme E2 B [Source:HGNC Symbol;Acc:HGNC:12473]	0.2890239	
KMT2A	lysine methyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:7132]	0.2889516	
KANK2	KN motif and ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:29300]	0.28895044	
KCTD1	potassium channel tetramerization domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18249]	0.2888931	
MRPL55	mitochondrial ribosomal protein L55 [Source:HGNC Symbol;Acc:HGNC:16686]	0.2888568	
ELN	elastin [Source:HGNC Symbol;Acc:HGNC:3327]	0.2888458	
KLHDC10	kelch domain containing 10 [Source:HGNC Symbol;Acc:HGNC:22194]	0.28883734	
ZNF576	zinc finger protein 576 [Source:HGNC Symbol;Acc:HGNC:28357]	0.28860405	
TBC1D13	TBC1 domain family member 13 [Source:HGNC Symbol;Acc:HGNC:25571]	0.28845546	
SOX15	SRY-box transcription factor 15 [Source:HGNC Symbol;Acc:HGNC:11196]	0.28841063	
FAM83A-AS1	FAM83A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48658]	0.28824395	
TIGAR	TP53 induced glycolysis regulatory phosphatase [Source:HGNC Symbol;Acc:HGNC:1185]	0.2881925	
EVA1A	eva-1 homolog A, regulator of programmed cell death [Source:HGNC Symbol;Acc:HGNC:25816]	0.28803462	
CSRP1	cysteine and glycine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:2469]	0.287966	
GNG10	G protein subunit gamma 10 [Source:HGNC Symbol;Acc:HGNC:4402]	0.28783125	
WDR82P1	WD repeat domain 82 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32447]	0.28783125	
MIR1268B	microRNA 1268b [Source:HGNC Symbol;Acc:HGNC:41581]	0.28783125	
GALNTL6	polypeptide N-acetylgalactosaminyltransferase like 6 [Source:HGNC Symbol;Acc:HGNC:33844]	0.28783125	
DDR1-DT	DDR1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:28694]	0.28783125	
LINC02695	long intergenic non-protein coding RNA 2695 [Source:HGNC Symbol;Acc:HGNC:54209]	0.28783125	
AC023794.3	novel pseudogene	0.28783125	
TPSB2	tryptase beta 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14120]	0.28783125	
RNU6-1100P	RNA, U6 small nuclear 1100, pseudogene [Source:HGNC Symbol;Acc:HGNC:48063]	0.28783125	
KCNN2	potassium calcium-activated channel subfamily N member 2 [Source:HGNC Symbol;Acc:HGNC:6291]	0.28783125	
RPL5P21	ribosomal protein L5 pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:37029]	0.28783125	
NAP1L2	nucleosome assembly protein 1 like 2 [Source:HGNC Symbol;Acc:HGNC:7638]	0.28783125	
AKR1B15	aldo-keto reductase family 1 member B15 [Source:HGNC Symbol;Acc:HGNC:37281]	0.28783125	
EPHA6	EPH receptor A6 [Source:HGNC Symbol;Acc:HGNC:19296]	0.28783125	
AL161785.1	novel transcript	0.28783125	
SLC4A10	solute carrier family 4 member 10 [Source:HGNC Symbol;Acc:HGNC:13811]	0.28783125	
RPL22P19	ribosomal protein L22 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:36567]	0.28783125	
MIR1285-1	microRNA 1285-1 [Source:HGNC Symbol;Acc:HGNC:35277]	0.28781563	
ATP6V1F	ATPase H+ transporting V1 subunit F [Source:HGNC Symbol;Acc:HGNC:16832]	0.28779507	
FAM177A1	family with sequence similarity 177 member A1 [Source:HGNC Symbol;Acc:HGNC:19829]	0.287526	
ACAP2-IT1	ACAP2 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41426]	0.28748915	
GCSHP5	glycine cleavage system protein H pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:44195]	0.2874598	
GPR37	G protein-coupled receptor 37 [Source:HGNC Symbol;Acc:HGNC:4494]	0.28741238	
CTBP1-DT	CTBP1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:28307]	0.28739145	
RRAGC	Ras related GTP binding C [Source:HGNC Symbol;Acc:HGNC:19902]	0.2873418	
HEXD	hexosaminidase D [Source:HGNC Symbol;Acc:HGNC:26307]	0.28732118	
SMG1	SMG1 nonsense mediated mRNA decay associated PI3K related kinase [Source:HGNC Symbol;Acc:HGNC:30045]	0.2871855	
UCP2	uncoupling protein 2 [Source:HGNC Symbol;Acc:HGNC:12518]	0.2870841	
A1BG	alpha-1-B glycoprotein [Source:HGNC Symbol;Acc:HGNC:5]	0.28692052	
IBTK	inhibitor of Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853]	0.2868496	
UBE3B	ubiquitin protein ligase E3B [Source:HGNC Symbol;Acc:HGNC:13478]	0.28662366	
DNAJC3-DT	DNAJC3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:39808]	0.28661218	
PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:8975]	0.2865686	
CCNJ	cyclin J [Source:HGNC Symbol;Acc:HGNC:23434]	0.28644633	
RNU6-621P	RNA, U6 small nuclear 621, pseudogene [Source:HGNC Symbol;Acc:HGNC:47584]	0.28632137	
RAB3IL1	RAB3A interacting protein like 1 [Source:HGNC Symbol;Acc:HGNC:9780]	0.28631017	
RAB32	RAB32, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9772]	0.2862795	
SNHG16	small nucleolar RNA host gene 16 [Source:HGNC Symbol;Acc:HGNC:44352]	0.2862003	
ZFR	zinc finger RNA binding protein [Source:HGNC Symbol;Acc:HGNC:17277]	0.2860719	
INPP5E	inositol polyphosphate-5-phosphatase E [Source:HGNC Symbol;Acc:HGNC:21474]	0.28586507	
ZXDB	zinc finger X-linked duplicated B [Source:HGNC Symbol;Acc:HGNC:13199]	0.2856767	
ZBTB5	zinc finger and BTB domain containing 5 [Source:HGNC Symbol;Acc:HGNC:23836]	0.28562754	
UGDH-AS1	UGDH antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40601]	0.28562656	
PNP	purine nucleoside phosphorylase [Source:HGNC Symbol;Acc:HGNC:7892]	0.28540143	
VHL	von Hippel-Lindau tumor suppressor [Source:HGNC Symbol;Acc:HGNC:12687]	0.28531954	
NUDCD3	NudC domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22208]	0.28531152	
POLK	DNA polymerase kappa [Source:HGNC Symbol;Acc:HGNC:9183]	0.28511554	
TBRG4	transforming growth factor beta regulator 4 [Source:HGNC Symbol;Acc:HGNC:17443]	0.28508586	
RNU1-1	RNA, U1 small nuclear 1 [Source:HGNC Symbol;Acc:HGNC:10120]	0.28486472	
AC018695.3	novel transcript, antisense to COX4NB	0.2846609	
GANAB	glucosidase II alpha subunit [Source:HGNC Symbol;Acc:HGNC:4138]	0.28454167	
HARBI1	harbinger transposase derived 1 [Source:HGNC Symbol;Acc:HGNC:26522]	0.28452212	
BANF1P1	BANF1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20252]	0.284512	
CBX5	chromobox 5 [Source:HGNC Symbol;Acc:HGNC:1555]	0.28444138	
PTPN12	protein tyrosine phosphatase non-receptor type 12 [Source:HGNC Symbol;Acc:HGNC:9645]	0.28442645	
NUDT8	nudix hydrolase 8 [Source:HGNC Symbol;Acc:HGNC:8055]	0.28429592	
TRIM39	tripartite motif containing 39 [Source:HGNC Symbol;Acc:HGNC:10065]	0.28410995	
GFOD2	glucose-fructose oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28159]	0.28410798	
AC234775.2	PRKCI pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55035]	0.28407913	
LINC00163	long intergenic non-protein coding RNA 163 [Source:HGNC Symbol;Acc:HGNC:33165]	0.28407913	
RNU7-48P	RNA, U7 small nuclear 48 pseudogene [Source:HGNC Symbol;Acc:HGNC:34144]	0.28407913	
SNORD61	small nucleolar RNA, C/D box 61 [Source:HGNC Symbol;Acc:HGNC:10218]	0.28407913	
MIRLET7G	microRNA let-7g [Source:HGNC Symbol;Acc:HGNC:31485]	0.28407913	
MBOAT4	membrane bound O-acyltransferase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:32311]	0.28407913	
RN7SL246P	RNA, 7SL, cytoplasmic 246, pseudogene [Source:HGNC Symbol;Acc:HGNC:46262]	0.28407913	
LINC01691	long intergenic non-protein coding RNA 1691 [Source:HGNC Symbol;Acc:HGNC:52479]	0.28407913	
TIMM10B	translocase of inner mitochondrial membrane 10B [Source:HGNC Symbol;Acc:HGNC:4022]	0.28403282	
CERNA1	competing endogenous lncRNA 1 for miR-4707-5p and miR-4767 [Source:HGNC Symbol;Acc:HGNC:52664]	0.28388903	
LINC02762	long intergenic non-protein coding RNA 2762 [Source:HGNC Symbol;Acc:HGNC:27443]	0.28382614	
LYSMD1	LysM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:32070]	0.2837764	
SDCBP	syndecan binding protein [Source:HGNC Symbol;Acc:HGNC:10662]	0.2837383	
TNKS2	tankyrase 2 [Source:HGNC Symbol;Acc:HGNC:15677]	0.2835455	
CAB39L	calcium binding protein 39 like [Source:HGNC Symbol;Acc:HGNC:20290]	0.28352854	
CA5BP1	carbonic anhydrase 5B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29544]	0.28291035	
ACTR10	actin related protein 10 [Source:HGNC Symbol;Acc:HGNC:17372]	0.28280306	
EGLN2	egl-9 family hypoxia inducible factor 2 [Source:HGNC Symbol;Acc:HGNC:14660]	0.28259742	
NPLOC4	NPL4 homolog, ubiquitin recognition factor [Source:HGNC Symbol;Acc:HGNC:18261]	0.28253725	
TYW5	tRNA-yW synthesizing protein 5 [Source:HGNC Symbol;Acc:HGNC:26754]	0.28243747	
H2BE1	H2B.E variant histone 1 [Source:HGNC Symbol;Acc:HGNC:53833]	0.28223413	
RNU6-595P	RNA, U6 small nuclear 595, pseudogene [Source:HGNC Symbol;Acc:HGNC:47558]	0.28223413	
LINC01545	long intergenic non-protein coding RNA 1545 [Source:HGNC Symbol;Acc:HGNC:17986]	0.28223413	
FNDC7	fibronectin type III domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26668]	0.28223413	
AL928654.1	novel transcript, antisense to MTA1	0.2820851	
C4orf3	chromosome 4 open reading frame 3 [Source:HGNC Symbol;Acc:HGNC:19225]	0.2819417	
LINC01270	long intergenic non-protein coding RNA 1270 [Source:HGNC Symbol;Acc:HGNC:27658]	0.28192595	
PERP	p53 apoptosis effector related to PMP22 [Source:HGNC Symbol;Acc:HGNC:17637]	0.2816482	
AL512633.1	CHMP5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54950]	0.2816019	
LYZ	lysozyme [Source:HGNC Symbol;Acc:HGNC:6740]	0.28156692	
RPS21	ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:10409]	0.28142345	
RNF169	ring finger protein 169 [Source:HGNC Symbol;Acc:HGNC:26961]	0.281399	
GPC6-AS1	GPC6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39909]	0.2812812	
MAK	male germ cell associated kinase [Source:HGNC Symbol;Acc:HGNC:6816]	0.2811724	
RAB2B	RAB2B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:20246]	0.28078958	
GOSR2	golgi SNAP receptor complex member 2 [Source:HGNC Symbol;Acc:HGNC:4431]	0.28072578	
RN7SL851P	RNA, 7SL, cytoplasmic 851, pseudogene [Source:HGNC Symbol;Acc:HGNC:46867]	0.28058913	
MIR580	microRNA 580 [Source:HGNC Symbol;Acc:HGNC:32836]	0.28058383	
HMBOX1-IT1	HMBOX1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:43632]	0.28058383	
