GO:0070060	'de_novo'_actin_filament_nucleation
GO:0006785	heme_b_biosynthetic_process
GO:1900548	heme_b_catabolic_process
GO:0046492	heme_b_metabolic_process
GO:0020037	heme_binding
GO:0006783	heme_biosynthetic_process
GO:0006786	heme_c_biosynthetic_process
GO:0046163	heme_c_catabolic_process
GO:0046162	heme_c_metabolic_process
GO:0042167	heme_catabolic_process
GO:0097037	heme_export
GO:0140357	heme_export_from_vacuole_to_cytoplasm
GO:1904334	heme_import_across_plasma_membrane
GO:0140420	heme_import_into_cell
GO:0042168	heme_metabolic_process
GO:0048034	heme_o_biosynthetic_process
GO:0048035	heme_o_catabolic_process
GO:0048033	heme_o_metabolic_process
GO:0006788	heme_oxidation
GO:0004392	heme_oxygenase_(decyclizing)_activity
GO:0140488	heme_receptor_activity
GO:0035351	heme_transmembrane_transport
GO:0015232	heme_transmembrane_transporter_activity
GO:0015886	heme_transport
GO:0044729	hemi_methylated_dna_binding
GO:2000895	hemicellulose_catabolic_process
GO:0010410	hemicellulose_metabolic_process
GO:0048223	hemicellulose_network
GO:0030056	hemidesmosome
GO:0031581	hemidesmosome_assembly
GO:0098733	hemidesmosome_associated_protein_complex
GO:0007516	hemocyte_development
GO:0042386	hemocyte_differentiation
GO:0035099	hemocyte_migration
GO:0035172	hemocyte_proliferation
GO:0031721	hemoglobin_alpha_binding
GO:0031722	hemoglobin_beta_binding
GO:0030492	hemoglobin_binding
GO:0042541	hemoglobin_biosynthetic_process
GO:0042540	hemoglobin_catabolic_process
GO:0005833	hemoglobin_complex
GO:0020027	hemoglobin_metabolic_process
GO:0042381	hemolymph_coagulation
GO:0019836	hemolysis_by_symbiont_of_host_erythrocytes
GO:0044179	hemolysis_in_other_organism
GO:0052331	hemolysis_in_other_organism_involved_in_symbiotic_interaction
GO:0030097	hemopoiesis
GO:0007599	hemostasis
GO:0102329	hentriaconta_3,6,9,12,19,22,25,28_octaene_16_one_15_oyl_coa_reductase_activity
GO:0015019	heparan_alpha_glucosaminide_n_acetyltransferase_activity
GO:0004394	heparan_sulfate_2_o_sulfotransferase_activity
GO:0017095	heparan_sulfate_6_o_sulfotransferase_activity
GO:1904399	heparan_sulfate_binding
GO:0042328	heparan_sulfate_n_acetylglucosaminyltransferase_activity
GO:0102140	heparan_sulfate_n_deacetylase_activity
GO:0043395	heparan_sulfate_proteoglycan_binding
GO:0015012	heparan_sulfate_proteoglycan_biosynthetic_process
GO:0015015	heparan_sulfate_proteoglycan_biosynthetic_process,_enzymatic_modification
GO:0015013	heparan_sulfate_proteoglycan_biosynthetic_process,_linkage_to_polypeptide
GO:0015014	heparan_sulfate_proteoglycan_biosynthetic_process,_polysaccharide_chain_biosynthetic_process
GO:0030200	heparan_sulfate_proteoglycan_catabolic_process
GO:0030201	heparan_sulfate_proteoglycan_metabolic_process
GO:0034483	heparan_sulfate_sulfotransferase_activity
GO:0030305	heparanase_activity
GO:1904974	heparanase_complex
GO:0008201	heparin_binding
GO:0030210	heparin_biosynthetic_process
GO:0030211	heparin_catabolic_process
GO:0047488	heparin_lyase_activity
GO:0030202	heparin_metabolic_process
GO:0015021	heparin_sulfate_lyase_activity
GO:0047464	heparosan_n_sulfate_glucuronate_5_epimerase_activity
GO:0061011	hepatic_duct_development
GO:0002384	hepatic_immune_response
GO:0035733	hepatic_stellate_cell_activation
GO:0061872	hepatic_stellate_cell_contraction
GO:0061521	hepatic_stellate_cell_differentiation
GO:0061868	hepatic_stellate_cell_migration
GO:1990922	hepatic_stellate_cell_proliferation
GO:0061008	hepaticobiliary_system_development
GO:0061007	hepaticobiliary_system_process
GO:1902489	hepatoblast_apoptotic_process
GO:0061017	hepatoblast_differentiation
GO:0097284	hepatocyte_apoptotic_process
GO:0002194	hepatocyte_cell_migration
GO:1990828	hepatocyte_dedifferentiation
GO:0070365	hepatocyte_differentiation
GO:0005008	hepatocyte_growth_factor_activated_receptor_activity
GO:0036458	hepatocyte_growth_factor_binding
GO:0032605	hepatocyte_growth_factor_production
GO:0005171	hepatocyte_growth_factor_receptor_binding
GO:0048012	hepatocyte_growth_factor_receptor_signaling_pathway
GO:0036333	hepatocyte_homeostasis
GO:0072574	hepatocyte_proliferation
GO:0051120	hepoxilin_a3_synthase_activity
GO:0051122	hepoxilin_biosynthetic_process
GO:0047977	hepoxilin_epoxide_hydrolase_activity
GO:0051121	hepoxilin_metabolic_process
GO:1900875	heptadec_1_ene_biosynthetic_process
GO:1900874	heptadec_1_ene_metabolic_process
GO:1900636	heptadecane_biosynthetic_process
GO:1900635	heptadecane_metabolic_process
GO:0102331	heptadecanoyl_[acp]_elongase/decarboxylase_activity
GO:0102798	heptaldehyde:oxygen_oxidoreductase_activity
GO:0036422	heptaprenyl_diphosphate_synthase_activity
GO:2001104	heptasaccharide_transport
GO:0033786	heptose_1_phosphate_adenylyltransferase_activity
GO:0033785	heptose_7_phosphate_kinase_activity
GO:1903253	hercynylcysteine_sulfoxide_biosynthetic_process
GO:1990411	hercynylcysteine_sulfoxide_lyase_activity_(ergothioneine_forming)
GO:1903252	hercynylcysteine_sulfoxide_metabolic_process
GO:0061686	hercynylcysteine_sulfoxide_synthase_activity
GO:1903255	hercynylselenocysteine_biosynthetic_process
GO:1990412	hercynylselenocysteine_lyase_activity_(selenoneine_forming)
GO:1903254	hercynylselenocysteine_metabolic_process
GO:0044876	hercynylselenocysteine_synthase
GO:0040035	hermaphrodite_genitalia_development
GO:0048815	hermaphrodite_genitalia_morphogenesis
GO:0040021	hermaphrodite_germ_line_sex_determination
GO:0042001	hermaphrodite_somatic_sex_determination
GO:1990623	herring_body
GO:0000792	heterochromatin
GO:0031507	heterochromatin_assembly
GO:0031048	heterochromatin_assembly_by_small_rna
GO:1990343	heterochromatin_domain
GO:1902795	heterochromatin_domain_assembly
GO:1990342	heterochromatin_island
GO:1902794	heterochromatin_island_assembly
GO:0070829	heterochromatin_maintenance
GO:0062239	heterochromatin_nuclear_membrane_anchor_activity
GO:0070828	heterochromatin_organization
GO:0070868	heterochromatin_organization_involved_in_chromatin_silencing
GO:0018130	heterocycle_biosynthetic_process
GO:0046700	heterocycle_catabolic_process
GO:0046483	heterocycle_metabolic_process
GO:1901363	heterocyclic_compound_binding
GO:0043158	heterocyst_differentiation
GO:0000404	heteroduplex_dna_loop_binding
GO:0030491	heteroduplex_formation
GO:0010709	heteroduplex_formation_involved_in_double_strand_break_repair_via_synthesis_dependent_strand_annealing
GO:0052819	heteroglycan_2_alpha_mannosyltransferase_activity
GO:0052818	heteroglycan_3_alpha_mannosyltransferase_activity
GO:0047264	heteroglycan_alpha_mannosyltransferase_activity
GO:0071144	heteromeric_smad_protein_complex
GO:0007157	heterophilic_cell_cell_adhesion_via_plasma_membrane_cell_adhesion_molecules
GO:0010297	heteropolysaccharide_binding
GO:0030931	heterotetrameric_adpg_pyrophosphorylase_complex
GO:0032478	heterotetrameric_decaprenyl_diphosphate_synthase_complex
GO:0032795	heterotrimeric_g_protein_binding
GO:0005834	heterotrimeric_g_protein_complex
GO:1902605	heterotrimeric_g_protein_complex_assembly
GO:0034113	heterotypic_cell_cell_adhesion
GO:0019497	hexachlorocyclohexane_metabolic_process
GO:0006634	hexadecanal_biosynthetic_process
GO:0047104	hexadecanal_dehydrogenase_(acylating)_activity
GO:0046458	hexadecanal_metabolic_process
GO:0047978	hexadecanol_dehydrogenase_activity
GO:0034898	hexadecyltrimethylammonium_chloride_monooxygenase_activity
GO:0071757	hexameric_igm_immunoglobulin_complex
GO:0034327	hexanoyltransferase_activity
GO:0036423	hexaprenyl_diphosphate_synthase_((2e,6e)_farnesyl_diphosphate_specific)_activity
GO:0052922	hexaprenyl_diphosphate_synthase_(geranylgeranyl_diphosphate_specific)_activity
GO:0004395	hexaprenyldihydroxybenzoate_methyltransferase_activity
GO:2001102	hexasaccharide_transport
GO:0019406	hexitol_biosynthetic_process
GO:0019407	hexitol_catabolic_process
GO:0031320	hexitol_dehydrogenase_activity
GO:0006059	hexitol_metabolic_process
GO:0004396	hexokinase_activity
GO:0009747	hexokinase_dependent_signaling
GO:0009748	hexokinase_independent_signaling
GO:0031423	hexon_binding
GO:0015929	hexosaminidase_activity
GO:0009679	hexose:proton_symporter_activity
GO:0019319	hexose_biosynthetic_process
GO:0019320	hexose_catabolic_process
GO:1902706	hexose_catabolic_process_to_acetate
GO:1902704	hexose_catabolic_process_to_acetone
GO:1902703	hexose_catabolic_process_to_butan_1_ol
GO:1902705	hexose_catabolic_process_to_butyrate
GO:1902707	hexose_catabolic_process_to_ethanol
GO:1902702	hexose_catabolic_process_to_propan_2_ol
GO:0140271	hexose_import_across_plasma_membrane
GO:0009757	hexose_mediated_signaling
GO:0019318	hexose_metabolic_process
GO:0047979	hexose_oxidase_activity
GO:0015526	hexose_phosphate:inorganic_phosphate_antiporter_activity
GO:0015119	hexose_phosphate_transmembrane_transporter_activity
GO:0015712	hexose_phosphate_transport
GO:0008645	hexose_transmembrane_transport
GO:0015149	hexose_transmembrane_transporter_activity
GO:0008516	hexose_uniporter_activity
GO:0016758	hexosyltransferase_activity
GO:0043800	hexulose_6_phosphate_isomerase_activity
GO:0043801	hexulose_6_phosphate_synthase_activity
GO:0015539	hexuronate:cation_symporter_activity
GO:0015736	hexuronate_transmembrane_transport
GO:0015134	hexuronate_transmembrane_transporter_activity
GO:0015778	hexuronide_transport
GO:1990712	hfe_transferrin_receptor_complex
GO:0042750	hibernation
GO:0044697	hics_complex
GO:0005289	high_affinity_arginine_transmembrane_transporter_activity
GO:0005287	high_affinity_basic_amino_acid_transmembrane_transporter_activity
GO:0015089	high_affinity_copper_ion_transmembrane_transporter_activity
GO:0015092	high_affinity_ferric_iron_transmembrane_transporter_activity
GO:0061840	high_affinity_ferrous_iron_transmembrane_transporter_activity
GO:0061486	high_affinity_fructose_transmembrane_transporter_activity
GO:0005358	high_affinity_glucose:proton_symporter_activity
GO:0140108	high_affinity_glucose_transmembrane_transporter_activity
GO:0005314	high_affinity_glutamate_transmembrane_transporter_activity
GO:0015330	high_affinity_glutamine_transmembrane_transporter_activity
GO:0002170	high_affinity_iga_receptor_activity
GO:0019768	high_affinity_ige_receptor_activity
GO:0019771	high_affinity_igg_receptor_activity
GO:0002172	high_affinity_igm_receptor_activity
GO:0005316	high_affinity_inorganic_phosphate:sodium_symporter_activity
GO:0061841	high_affinity_iron_exporter_complex
GO:0033573	high_affinity_iron_permease_complex
GO:0005291	high_affinity_l_histidine_transmembrane_transporter_activity
GO:0097627	high_affinity_l_ornithine_transmembrane_transporter_activity
GO:0005292	high_affinity_lysine_transmembrane_transporter_activity
GO:0044750	high_affinity_nickel_cation_transmembrane_transporter_activity
GO:0015334	high_affinity_oligopeptide_transmembrane_transporter_activity
GO:0048249	high_affinity_phosphate_transmembrane_transporter_activity
GO:0140107	high_affinity_potassium_ion_transmembrane_transporter_activity
GO:0015398	high_affinity_secondary_active_ammonium_transmembrane_transporter_activity
GO:0015513	high_affinity_secondary_active_nitrite_transmembrane_transporter_activity
GO:0015362	high_affinity_sodium:dicarboxylate_symporter_activity
GO:0009675	high_affinity_sulfate:proton_symporter_activity
GO:0015381	high_affinity_sulfate_transmembrane_transporter_activity
GO:0034216	high_affinity_thiamine:proton_symporter_activity
GO:0005300	high_affinity_tryptophan_transmembrane_transporter_activity
GO:0000006	high_affinity_zinc_transmembrane_transporter_activity
GO:0034364	high_density_lipoprotein_particle
GO:0034380	high_density_lipoprotein_particle_assembly
GO:0008035	high_density_lipoprotein_particle_binding
GO:0034384	high_density_lipoprotein_particle_clearance
GO:0055097	high_density_lipoprotein_particle_mediated_signaling
GO:0070506	high_density_lipoprotein_particle_receptor_activity
GO:0070653	high_density_lipoprotein_particle_receptor_binding
GO:0034375	high_density_lipoprotein_particle_remodeling
GO:0033827	high_mannose_oligosaccharide_beta_1,4_n_acetylglucosaminyltransferase_activity
GO:0070379	high_mobility_group_box_1_binding
GO:0070380	high_mobility_group_box_1_receptor_activity
GO:0030373	high_molecular_weight_b_cell_growth_factor_receptor_activity
GO:0030372	high_molecular_weight_b_cell_growth_factor_receptor_binding
GO:0030985	high_molecular_weight_kininogen_binding
GO:0030987	high_molecular_weight_kininogen_receptor_binding
GO:0030988	high_molecular_weight_kininogen_receptor_complex
GO:0008331	high_voltage_gated_calcium_channel_activity
GO:0030902	hindbrain_development
GO:0021576	hindbrain_formation
GO:0021578	hindbrain_maturation
GO:0021575	hindbrain_morphogenesis
GO:0021932	hindbrain_radial_glia_guided_cell_migration
GO:0021906	hindbrain_spinal_cord_boundary_formation
GO:0021577	hindbrain_structural_organization
GO:0021934	hindbrain_tangential_cell_migration
GO:0043133	hindgut_contraction
GO:0061525	hindgut_development
GO:0007442	hindgut_morphogenesis
GO:0035137	hindlimb_morphogenesis
GO:0120003	hinge_region_between_urothelial_plaques_of_apical_plasma_membrane
GO:0061977	hip_joint_articular_cartilage_development
GO:0035329	hippo_signaling
GO:0097410	hippocampal_interneuron_differentiation
GO:0097457	hippocampal_mossy_fiber
GO:1990026	hippocampal_mossy_fiber_expansion
GO:0098686	hippocampal_mossy_fiber_to_ca3_synapse
GO:0110088	hippocampal_neuron_apoptotic_process
GO:0097432	hippocampal_pyramidal_neuron_differentiation
GO:0021766	hippocampus_development
GO:0047980	hippurate_hydrolase_activity
GO:0000417	hir_complex
GO:0060933	his_purkinje_system_cell_development
GO:0060932	his_purkinje_system_cell_differentiation
GO:0060934	his_purkinje_system_cell_fate_commitment
GO:0003164	his_purkinje_system_development
GO:0051381	histamine_binding
GO:0001694	histamine_biosynthetic_process
GO:0001695	histamine_catabolic_process
GO:0019182	histamine_gated_chloride_channel_activity
GO:0019183	histamine_gated_chloride_channel_complex
GO:0001697	histamine_induced_gastric_acid_secretion
GO:0001692	histamine_metabolic_process
GO:0046539	histamine_n_methyltransferase_activity
GO:0052598	histamine_oxidase_activity
GO:0002349	histamine_production_involved_in_inflammatory_response
GO:0004969	histamine_receptor_activity
GO:0001821	histamine_secretion
GO:0061538	histamine_secretion,_neurotransmission
GO:0002557	histamine_secretion_by_basophil
GO:0002553	histamine_secretion_by_mast_cell
GO:0002555	histamine_secretion_by_platelet
GO:0002441	histamine_secretion_involved_in_inflammatory_response
GO:0097279	histamine_secretion_mediated_by_ige_immunoglobulin
GO:0097280	histamine_secretion_mediated_by_immunoglobulin
GO:0051608	histamine_transport
GO:0051615	histamine_uptake
GO:0070907	histidine:histamine_antiporter_activity
GO:0004397	histidine_ammonia_lyase_activity
GO:0000105	histidine_biosynthetic_process
GO:0006548	histidine_catabolic_process
GO:0019558	histidine_catabolic_process_to_2_oxoglutarate
GO:0019556	histidine_catabolic_process_to_glutamate_and_formamide
GO:0019557	histidine_catabolic_process_to_glutamate_and_formate
GO:0019560	histidine_catabolic_process_to_hydantoin_5_propionate
GO:0019559	histidine_catabolic_process_to_imidazol_5_yl_lactate
GO:0004398	histidine_decarboxylase_activity
GO:0090464	histidine_homeostasis
GO:0006547	histidine_metabolic_process
GO:0047981	histidine_n_acetyltransferase_activity
GO:0052706	histidine_n_methyltransferase_activity
GO:0009927	histidine_phosphotransfer_kinase_activity
GO:0015817	histidine_transport
GO:0004821	histidine_trna_ligase_activity
GO:0004399	histidinol_dehydrogenase_activity
GO:0004401	histidinol_phosphatase_activity
GO:0004400	histidinol_phosphate_transaminase_activity
GO:0006427	histidyl_trna_aminoacylation
GO:0007488	histoblast_morphogenesis
GO:0016573	histone_acetylation
GO:0004402	histone_acetyltransferase_activity
GO:0043999	histone_acetyltransferase_activity_(h2a_k5_specific)
GO:0044012	histone_acetyltransferase_activity_(h2a_k9_specific)
GO:0044015	histone_acetyltransferase_activity_(h2b_k12_specific)
GO:0044014	histone_acetyltransferase_activity_(h2b_k5_specific)
GO:0036408	histone_acetyltransferase_activity_(h3_k14_specific)
GO:0043993	histone_acetyltransferase_activity_(h3_k18_specific)
GO:0043994	histone_acetyltransferase_activity_(h3_k23_specific)
GO:0044017	histone_acetyltransferase_activity_(h3_k27_specific)
GO:0044018	histone_acetyltransferase_activity_(h3_k36_specific)
GO:0044016	histone_acetyltransferase_activity_(h3_k4_specific)
GO:0032931	histone_acetyltransferase_activity_(h3_k56_specific)
GO:0044019	histone_acetyltransferase_activity_(h3_k72_specific)
GO:0043992	histone_acetyltransferase_activity_(h3_k9_specific)
GO:0043997	histone_acetyltransferase_activity_(h4_k12_specific)
GO:0046972	histone_acetyltransferase_activity_(h4_k16_specific)
GO:0043995	histone_acetyltransferase_activity_(h4_k5_specific)
GO:0043996	histone_acetyltransferase_activity_(h4_k8_specific)
GO:0035035	histone_acetyltransferase_binding
GO:0000123	histone_acetyltransferase_complex
GO:0035034	histone_acetyltransferase_regulator_activity
GO:0070077	histone_arginine_demethylation
GO:0018110	histone_arginine_kinase_activity
GO:0034969	histone_arginine_methylation
GO:0008469	histone_arginine_n_methyltransferase_activity
GO:0042393	histone_binding
GO:0071110	histone_biotinylation
GO:0140069	histone_butyryltransferase_activity
GO:0036205	histone_catabolic_process
GO:0036414	histone_citrullination
GO:0140068	histone_crotonyltransferase_activity
GO:0004407	histone_deacetylase_activity
GO:0031078	histone_deacetylase_activity_(h3_k14_specific)
GO:1990162	histone_deacetylase_activity_(h3_k4_specific)
GO:0032129	histone_deacetylase_activity_(h3_k9_specific)
GO:0034739	histone_deacetylase_activity_(h4_k16_specific)
GO:0042826	histone_deacetylase_binding
GO:0000118	histone_deacetylase_complex
GO:0046811	histone_deacetylase_inhibitor_activity
GO:0035033	histone_deacetylase_regulator_activity
GO:0016575	histone_deacetylation
GO:0031059	histone_deacetylation_at_centromere
GO:0032452	histone_demethylase_activity
GO:0034648	histone_demethylase_activity_(h3_dimethyl_k4_specific)
GO:0071558	histone_demethylase_activity_(h3_k27_specific)
GO:0051864	histone_demethylase_activity_(h3_k36_specific)
GO:0032453	histone_demethylase_activity_(h3_k4_specific)
GO:0032454	histone_demethylase_activity_(h3_k9_specific)
GO:0034649	histone_demethylase_activity_(h3_monomethyl_k4_specific)
GO:0033746	histone_demethylase_activity_(h3_r2_specific)
GO:0034647	histone_demethylase_activity_(h3_trimethyl_k4_specific)
GO:0035575	histone_demethylase_activity_(h4_k20_specific)
GO:0033749	histone_demethylase_activity_(h4_r3_specific)
GO:0016577	histone_demethylation
GO:0099077	histone_dependent_dna_binding
GO:0016576	histone_dephosphorylation
GO:0016578	histone_deubiquitination
GO:0001207	histone_displacement
GO:0120297	histone_dopaminyltransferase_activity
GO:0043486	histone_exchange
GO:1990258	histone_glutamine_methylation
GO:1990259	histone_glutamine_methyltransferase_activity
GO:0106229	histone_glutaryltransferase_activity
GO:0043968	histone_h2a_acetylation
GO:0001208	histone_h2a_h2b_dimer_displacement
GO:0036353	histone_h2a_k119_monoubiquitination
GO:0036351	histone_h2a_k13_ubiquitination
GO:0036352	histone_h2a_k15_ubiquitination
GO:0043977	histone_h2a_k5_acetylation
GO:0070537	histone_h2a_k63_linked_deubiquitination
GO:0070535	histone_h2a_k63_linked_ubiquitination
GO:0043978	histone_h2a_k9_acetylation
GO:0035518	histone_h2a_monoubiquitination
GO:1990164	histone_h2a_phosphorylation
GO:0072370	histone_h2a_s121_phosphorylation
GO:0035978	histone_h2a_s139_phosphorylation
GO:0043990	histone_h2a_s1_phosphorylation
GO:1990853	histone_h2a_sqe_motif_phosphorylation
GO:1990245	histone_h2a_t120_phosphorylation
GO:0033522	histone_h2a_ubiquitination
GO:0043969	histone_h2b_acetylation
GO:0035616	histone_h2b_conserved_c_terminal_lysine_deubiquitination
GO:0071894	histone_h2b_conserved_c_terminal_lysine_ubiquitination
GO:0043980	histone_h2b_k12_acetylation
GO:0043979	histone_h2b_k5_acetylation
GO:0043991	histone_h2b_s14_phosphorylation
GO:0033523	histone_h2b_ubiquitination
GO:0043966	histone_h3_acetylation
GO:0140573	histone_h3_containing_nucleosome
GO:0070932	histone_h3_deacetylation
GO:0044154	histone_h3_k14_acetylation
GO:0036409	histone_h3_k14_acetyltransferase_complex
GO:0140373	histone_h3_k14_ubiquitination
GO:0043971	histone_h3_k18_acetylation
GO:0043972	histone_h3_k23_acetylation
GO:0043974	histone_h3_k27_acetylation
GO:0071557	histone_h3_k27_demethylation
GO:0070734	histone_h3_k27_methylation
GO:0098532	histone_h3_k27_trimethylation
GO:0043975	histone_h3_k36_acetylation
GO:0070544	histone_h3_k36_demethylation
GO:0097676	histone_h3_k36_dimethylation
GO:0010452	histone_h3_k36_methylation
GO:0097198	histone_h3_k36_trimethylation
GO:0106185	histone_h3_k37_methylation
GO:0043973	histone_h3_k4_acetylation
GO:1990596	histone_h3_k4_deacetylation
GO:0034720	histone_h3_k4_demethylation
GO:0034721	histone_h3_k4_demethylation,_trimethyl_h3_k4_specific
GO:0044648	histone_h3_k4_dimethylation
GO:0051568	histone_h3_k4_methylation
GO:0097692	histone_h3_k4_monomethylation
GO:0080182	histone_h3_k4_trimethylation
GO:0097043	histone_h3_k56_acetylation
GO:0097044	histone_h3_k56_acetylation_in_response_to_dna_damage
GO:0071572	histone_h3_k56_deacetylation
GO:0043976	histone_h3_k79_acetylation
GO:0097725	histone_h3_k79_dimethylation
GO:0034729	histone_h3_k79_methylation
GO:0043970	histone_h3_k9_acetylation
GO:1990619	histone_h3_k9_deacetylation
GO:0033169	histone_h3_k9_demethylation
GO:0036123	histone_h3_k9_dimethylation
GO:0051567	histone_h3_k9_methylation
GO:0061647	histone_h3_k9_modification
GO:0036124	histone_h3_k9_trimethylation
GO:0034971	histone_h3_r17_methylation
GO:0036413	histone_h3_r26_citrullination
GO:0034972	histone_h3_r26_methylation
GO:0070078	histone_h3_r2_demethylation
GO:0034970	histone_h3_r2_methylation
GO:0043987	histone_h3_s10_phosphorylation
GO:2000775	histone_h3_s10_phosphorylation_involved_in_chromosome_condensation
GO:0043988	histone_h3_s28_phosphorylation
GO:0035407	histone_h3_t11_phosphorylation
GO:0072355	histone_h3_t3_phosphorylation
GO:2000751	histone_h3_t3_phosphorylation_involved_in_chromosome_passenger_complex_localization_to_kinetochore
GO:0035408	histone_h3_t6_phosphorylation
GO:0140372	histone_h3_ubiquitination
GO:0035409	histone_h3_y41_phosphorylation
GO:0043967	histone_h4_acetylation
GO:2000776	histone_h4_acetylation_involved_in_response_to_dna_damage_stimulus
GO:0070933	histone_h4_deacetylation
GO:0043983	histone_h4_k12_acetylation
GO:1990679	histone_h4_k12_deacetylation
GO:0043984	histone_h4_k16_acetylation
GO:1990678	histone_h4_k16_deacetylation
GO:0035574	histone_h4_k20_demethylation
GO:0034772	histone_h4_k20_dimethylation
GO:0034770	histone_h4_k20_methylation
GO:0034771	histone_h4_k20_monomethylation
GO:0034773	histone_h4_k20_trimethylation
GO:0043981	histone_h4_k5_acetylation
GO:0043982	histone_h4_k8_acetylation
GO:0070079	histone_h4_r3_demethylation
GO:0043985	histone_h4_r3_methylation
GO:0043989	histone_h4_s1_phosphorylation
GO:0035173	histone_kinase_activity
GO:0072371	histone_kinase_activity_(h2a_s121_specific)
GO:0035979	histone_kinase_activity_(h2a_s139_specific)
GO:0044024	histone_kinase_activity_(h2a_s1_specific)
GO:1990244	histone_kinase_activity_(h2a_t120_specific)
GO:0044025	histone_kinase_activity_(h2b_s14_specific)
GO:0035175	histone_kinase_activity_(h3_s10_specific)
GO:0044022	histone_kinase_activity_(h3_s28_specific)
GO:0035402	histone_kinase_activity_(h3_t11_specific)
GO:0072354	histone_kinase_activity_(h3_t3_specific)
GO:0035403	histone_kinase_activity_(h3_t6_specific)
GO:0035401	histone_kinase_activity_(h3_y41_specific)
GO:0044023	histone_kinase_activity_(h4_s1_specific)
GO:0120301	histone_lactyltransferase_activity
GO:0035363	histone_locus_body
GO:0070076	histone_lysine_demethylation
GO:0034968	histone_lysine_methylation
GO:0018024	histone_lysine_n_methyltransferase_activity
GO:0016571	histone_methylation
GO:0042054	histone_methyltransferase_activity
GO:0070612	histone_methyltransferase_activity_(h2a_r3_specific)
GO:0046976	histone_methyltransferase_activity_(h3_k27_specific)
GO:0046975	histone_methyltransferase_activity_(h3_k36_specific)
GO:0062122	histone_methyltransferase_activity_(h3_k37_specific)
GO:0042800	histone_methyltransferase_activity_(h3_k4_specific)
GO:0031151	histone_methyltransferase_activity_(h3_k79_specific)
GO:0046974	histone_methyltransferase_activity_(h3_k9_specific)
GO:0035642	histone_methyltransferase_activity_(h3_r17_specific)
GO:0070611	histone_methyltransferase_activity_(h3_r2_specific)
GO:0140592	histone_methyltransferase_activity_(h3_r8_specific)
GO:0042799	histone_methyltransferase_activity_(h4_k20_specific)
GO:0044020	histone_methyltransferase_activity_(h4_r3_specific)
GO:1990226	histone_methyltransferase_binding
GO:0035097	histone_methyltransferase_complex
GO:0016570	histone_modification
GO:0010390	histone_monoubiquitination
GO:0071044	histone_mrna_catabolic_process
GO:0008334	histone_mrna_metabolic_process
GO:0062073	histone_mrna_stem_loop_binding_complex
GO:0000412	histone_peptidyl_prolyl_isomerization
GO:0016572	histone_phosphorylation
GO:0071204	histone_pre_mrna_3'end_processing_complex
GO:0071208	histone_pre_mrna_dcp_binding
GO:0071207	histone_pre_mrna_stem_loop_binding
GO:0061922	histone_propionyltransferase_activity
GO:0035174	histone_serine_kinase_activity
GO:0035404	histone_serine_phosphorylation
GO:0120295	histone_serotonyltransferase_activity
GO:0106077	histone_succinylation
GO:0106078	histone_succinyltransferase_activity
GO:0035184	histone_threonine_kinase_activity
GO:0035405	histone_threonine_phosphorylation
GO:0035400	histone_tyrosine_kinase_activity
GO:0035406	histone_tyrosine_phosphorylation
GO:0016574	histone_ubiquitination
GO:0030108	hla_a_specific_activating_mhc_class_i_receptor_activity
GO:0030107	hla_a_specific_inhibitory_mhc_class_i_receptor_activity
GO:0030109	hla_b_specific_inhibitory_mhc_class_i_receptor_activity
GO:0030110	hla_c_specific_inhibitory_mhc_class_i_receptor_activity
GO:0062082	hla_e_specific_inhibitory_mhc_class_ib_receptor_activity
GO:0062083	hla_g_specific_inhibitory_mhc_class_ib_receptor_activity
GO:0043398	hlh_domain_binding
GO:0071837	hmg_box_domain_binding
GO:0016232	hnk_1_sulfotransferase_activity
GO:0034290	holin_activity
GO:0009379	holliday_junction_helicase_complex
GO:0048476	holliday_junction_resolvase_complex
GO:0031108	holo_[acyl_carrier_protein]_biosynthetic_process
GO:0008897	holo_[acyl_carrier_protein]_synthase_activity
GO:0050519	holo_citrate_lyase_synthase_activity
GO:0004408	holocytochrome_c_synthase_activity
GO:0048872	homeostasis_of_number_of_cells
GO:0048873	homeostasis_of_number_of_cells_within_a_tissue
GO:0007639	homeostasis_of_number_of_meristem_cells
GO:0048877	homeostasis_of_number_of_retina_cells
GO:0042592	homeostatic_process
GO:0006315	homing_of_group_ii_introns
GO:0004409	homoaconitate_hydratase_activity
GO:0102102	homocarnosine_synthase_activity
GO:0004410	homocitrate_synthase_activity
GO:0071268	homocysteine_biosynthetic_process
GO:0043418	homocysteine_catabolic_process
GO:0047982	homocysteine_desulfhydrase_activity
GO:0050667	homocysteine_metabolic_process
GO:0032477	homodimeric_decaprenyl_diphosphate_synthase_complex
GO:0002179	homodimeric_serine_palmitoyltransferase_complex
GO:0102979	homofuraneol_oxidoreductase_activity
GO:0010289	homogalacturonan_biosynthetic_process
GO:0033393	homogalacturonan_catabolic_process
GO:0010394	homogalacturonan_metabolic_process
GO:0004411	homogentisate_1,2_dioxygenase_activity
GO:1902000	homogentisate_catabolic_process
GO:0010355	homogentisate_farnesyltransferase_activity
GO:0102551	homogentisate_geranylgeranyl_transferase_activity
GO:0010356	homogentisate_geranylgeranyltransferase_activity
GO:1901999	homogentisate_metabolic_process
GO:0010176	homogentisate_phytyltransferase_activity
GO:0010354	homogentisate_prenyltransferase_activity
GO:0010357	homogentisate_solanesyltransferase_activity
