NAME	TITLE	SCORE	
SLC12A6	solute carrier family 12 member 6 [Source:HGNC Symbol;Acc:HGNC:10914]	0.41590434	
TRMO	tRNA methyltransferase O [Source:HGNC Symbol;Acc:HGNC:30967]	0.41572133	
LINC01767	long intergenic non-protein coding RNA 1767 [Source:HGNC Symbol;Acc:HGNC:52557]	0.41555125	
LATS1	large tumor suppressor kinase 1 [Source:HGNC Symbol;Acc:HGNC:6514]	0.41547394	
DYNLRB1	dynein light chain roadblock-type 1 [Source:HGNC Symbol;Acc:HGNC:15468]	0.41534615	
TNFRSF8	TNF receptor superfamily member 8 [Source:HGNC Symbol;Acc:HGNC:11923]	0.4152867	
GPR20	G protein-coupled receptor 20 [Source:HGNC Symbol;Acc:HGNC:4475]	0.4152772	
AL132777.1	mitotic arrest deficient 2 like 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20019]	0.41522223	
AC087477.6	tubulin alpha pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:54879]	0.41512835	
IMPA1P1	inositol monophosphatase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33956]	0.41512835	
IL10	interleukin 10 [Source:HGNC Symbol;Acc:HGNC:5962]	0.41512835	
LINC02082	long intergenic non-protein coding RNA 2082 [Source:HGNC Symbol;Acc:HGNC:52931]	0.41512835	
UBE2L4	ubiquitin conjugating enzyme E2 L4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:12489]	0.41512835	
MIR5192	microRNA 5192 [Source:HGNC Symbol;Acc:HGNC:43473]	0.41512835	
LY6E-DT	LY6E divergent transcript [Source:HGNC Symbol;Acc:HGNC:53728]	0.41512835	
RNU7-154P	RNA, U7 small nuclear 154 pseudogene [Source:HGNC Symbol;Acc:HGNC:45688]	0.41512835	
FAM167B	family with sequence similarity 167 member B [Source:HGNC Symbol;Acc:HGNC:28133]	0.41512835	
CFAP157	cilia and flagella associated protein 157 [Source:HGNC Symbol;Acc:HGNC:27843]	0.41512525	
GSTT2	glutathione S-transferase theta 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:4642]	0.41491854	
RPL7L1	ribosomal protein L7 like 1 [Source:HGNC Symbol;Acc:HGNC:21370]	0.41489375	
LINC01341	long intergenic non-protein coding RNA 1341 [Source:HGNC Symbol;Acc:HGNC:49457]	0.41482967	
SEC31B	SEC31 homolog B, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:23197]	0.41472542	
FMO4	flavin containing dimethylaniline monoxygenase 4 [Source:HGNC Symbol;Acc:HGNC:3772]	0.414667	
STAG3L1	stromal antigen 3-like 1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:33852]	0.4144569	
WDR24	WD repeat domain 24 [Source:HGNC Symbol;Acc:HGNC:20852]	0.41426522	
DPP7	dipeptidyl peptidase 7 [Source:HGNC Symbol;Acc:HGNC:14892]	0.41416362	
ZMYND19P1	zinc finger MYND-type containing 19 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44540]	0.4141583	
LAMA5-AS1	LAMA5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40334]	0.4141409	
DNAJC11	DnaJ heat shock protein family (Hsp40) member C11 [Source:HGNC Symbol;Acc:HGNC:25570]	0.4141213	
ZNF845	zinc finger protein 845 [Source:HGNC Symbol;Acc:HGNC:25112]	0.41407728	
MED25	mediator complex subunit 25 [Source:HGNC Symbol;Acc:HGNC:28845]	0.41396123	
AC105942.1	CNN3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54176]	0.4138025	
HTR5BP	5-hydroxytryptamine receptor 5B, pseudogene [Source:HGNC Symbol;Acc:HGNC:16291]	0.41378757	
MYG1P1	MYG1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54725]	0.41374508	
GDI1	GDP dissociation inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:4226]	0.41330528	
C1orf189	chromosome 1 open reading frame 189 [Source:HGNC Symbol;Acc:HGNC:32305]	0.413298	
LINC01607	long intergenic non-protein coding RNA 1607 [Source:HGNC Symbol;Acc:HGNC:51660]	0.413298	
RNU6-122P	RNA, U6 small nuclear 122, pseudogene [Source:HGNC Symbol;Acc:HGNC:47085]	0.413298	
DNAAF5	dynein axonemal assembly factor 5 [Source:HGNC Symbol;Acc:HGNC:26013]	0.4131095	
ARL5B	ADP ribosylation factor like GTPase 5B [Source:HGNC Symbol;Acc:HGNC:23052]	0.41308615	
COQ6	coenzyme Q6, monooxygenase [Source:HGNC Symbol;Acc:HGNC:20233]	0.41301396	
CD72	CD72 molecule [Source:HGNC Symbol;Acc:HGNC:1696]	0.4130059	
ALOX12B	arachidonate 12-lipoxygenase, 12R type [Source:HGNC Symbol;Acc:HGNC:430]	0.4130059	
RNF222	ring finger protein 222 [Source:HGNC Symbol;Acc:HGNC:34517]	0.4130059	
BHLHE41	basic helix-loop-helix family member e41 [Source:HGNC Symbol;Acc:HGNC:16617]	0.41299522	
UBXN6	UBX domain protein 6 [Source:HGNC Symbol;Acc:HGNC:14928]	0.4129144	
PSORS1C1	psoriasis susceptibility 1 candidate 1 [Source:HGNC Symbol;Acc:HGNC:17202]	0.41286057	
SLC12A9	solute carrier family 12 member 9 [Source:HGNC Symbol;Acc:HGNC:17435]	0.4128427	
CRKL	CRK like proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2363]	0.4128294	
RPS2P46	ribosomal protein S2 pseudogene 46 [Source:HGNC Symbol;Acc:HGNC:35839]	0.41274142	
CCT5P1	chaperonin containing TCP1 subunit 5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35135]	0.41273358	
DHRS4	dehydrogenase/reductase 4 [Source:HGNC Symbol;Acc:HGNC:16985]	0.41256535	
RTP3	receptor transporter protein 3 [Source:HGNC Symbol;Acc:HGNC:15572]	0.41252288	
SNTN	sentan, cilia apical structure protein [Source:HGNC Symbol;Acc:HGNC:33706]	0.41252288	
LBX2	ladybird homeobox 2 [Source:HGNC Symbol;Acc:HGNC:15525]	0.41251114	
FBXO36	F-box protein 36 [Source:HGNC Symbol;Acc:HGNC:27020]	0.41240475	
PHF23	PHD finger protein 23 [Source:HGNC Symbol;Acc:HGNC:28428]	0.41239384	
YIPF6	Yip1 domain family member 6 [Source:HGNC Symbol;Acc:HGNC:28304]	0.41224188	
MRPL43	mitochondrial ribosomal protein L43 [Source:HGNC Symbol;Acc:HGNC:14517]	0.41221473	
USPL1	ubiquitin specific peptidase like 1 [Source:HGNC Symbol;Acc:HGNC:20294]	0.41218877	
TUBBP10	tubulin beta class I pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:42344]	0.41213542	
RN7SL573P	RNA, 7SL, cytoplasmic 573, pseudogene [Source:HGNC Symbol;Acc:HGNC:46589]	0.4120283	
ELL2P1	elongation factor for RNA polymerase II 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39343]	0.4120283	
IMPG2	interphotoreceptor matrix proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:18362]	0.4118676	
LRPPRC	leucine rich pentatricopeptide repeat containing [Source:HGNC Symbol;Acc:HGNC:15714]	0.4117479	
POLB	DNA polymerase beta [Source:HGNC Symbol;Acc:HGNC:9174]	0.41158262	
PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha [Source:HGNC Symbol;Acc:HGNC:9302]	0.41125935	
RASSF4	Ras association domain family member 4 [Source:HGNC Symbol;Acc:HGNC:20793]	0.41125032	
TUSC2	tumor suppressor 2, mitochondrial calcium regulator [Source:HGNC Symbol;Acc:HGNC:17034]	0.41123652	
EFHC2	EF-hand domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26233]	0.41098693	
ATP6V1H	ATPase H+ transporting V1 subunit H [Source:HGNC Symbol;Acc:HGNC:18303]	0.4109645	
GAB2	GRB2 associated binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14458]	0.41094136	
ETS1	ETS proto-oncogene 1, transcription factor [Source:HGNC Symbol;Acc:HGNC:3488]	0.41093788	
ZBTB37	zinc finger and BTB domain containing 37 [Source:HGNC Symbol;Acc:HGNC:28365]	0.41089502	
TRIR	telomerase RNA component interacting RNase [Source:HGNC Symbol;Acc:HGNC:28424]	0.41088727	
OMA1	OMA1 zinc metallopeptidase [Source:HGNC Symbol;Acc:HGNC:29661]	0.41081846	
PHBP19	prohibitin pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:51552]	0.41078767	
SULT1A2	sulfotransferase family 1A member 2 [Source:HGNC Symbol;Acc:HGNC:11454]	0.41071647	
ESCO1	establishment of sister chromatid cohesion N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24645]	0.41065547	
POLL	DNA polymerase lambda [Source:HGNC Symbol;Acc:HGNC:9184]	0.41043124	
POMGNT1	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-) [Source:HGNC Symbol;Acc:HGNC:19139]	0.4103559	
SNORA41	small nucleolar RNA, H/ACA box 41 [Source:HGNC Symbol;Acc:HGNC:32634]	0.41033408	
C9orf78	chromosome 9 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:24932]	0.41028222	
TMEM186	transmembrane protein 186 [Source:HGNC Symbol;Acc:HGNC:24530]	0.41026917	
MRPL9	mitochondrial ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:14277]	0.4102463	
RBM43	RNA binding motif protein 43 [Source:HGNC Symbol;Acc:HGNC:24790]	0.41023493	
KLF16	Kruppel like factor 16 [Source:HGNC Symbol;Acc:HGNC:16857]	0.4101689	
TRAPPC2	trafficking protein particle complex 2 [Source:HGNC Symbol;Acc:HGNC:23068]	0.4101596	
ANKEF1	ankyrin repeat and EF-hand domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15803]	0.40997958	
RPL24P4	ribosomal protein L24 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:21371]	0.40987873	
NPM2	nucleophosmin/nucleoplasmin 2 [Source:HGNC Symbol;Acc:HGNC:7930]	0.4098663	
EPOR	erythropoietin receptor [Source:HGNC Symbol;Acc:HGNC:3416]	0.40985012	
KXD1	KxDL motif containing 1 [Source:HGNC Symbol;Acc:HGNC:28420]	0.40977684	
SH3RF1	SH3 domain containing ring finger 1 [Source:HGNC Symbol;Acc:HGNC:17650]	0.40955028	
DEF8	differentially expressed in FDCP 8 homolog [Source:HGNC Symbol;Acc:HGNC:25969]	0.4093622	
MFAP1	microfibril associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7032]	0.40932792	
RBM39	RNA binding motif protein 39 [Source:HGNC Symbol;Acc:HGNC:15923]	0.4093128	
LYZ	lysozyme [Source:HGNC Symbol;Acc:HGNC:6740]	0.40908092	
TXNDC17	thioredoxin domain containing 17 [Source:HGNC Symbol;Acc:HGNC:28218]	0.40895224	
MAP3K13	mitogen-activated protein kinase kinase kinase 13 [Source:HGNC Symbol;Acc:HGNC:6852]	0.4089082	
UEVLD	UEV and lactate/malate dehyrogenase domains [Source:HGNC Symbol;Acc:HGNC:30866]	0.40888494	
ZNF3	zinc finger protein 3 [Source:HGNC Symbol;Acc:HGNC:13089]	0.40878266	
PGAP6	post-glycosylphosphatidylinositol attachment to proteins 6 [Source:HGNC Symbol;Acc:HGNC:17205]	0.40860265	
TCTA	T cell leukemia translocation altered [Source:HGNC Symbol;Acc:HGNC:11692]	0.40853006	
ARMC6	armadillo repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:25049]	0.40838552	
KLF9	Kruppel like factor 9 [Source:HGNC Symbol;Acc:HGNC:1123]	0.40828684	
HIC2	HIC ZBTB transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:18595]	0.40824303	
TSPAN11	tetraspanin 11 [Source:HGNC Symbol;Acc:HGNC:30795]	0.40823552	
CCNT1	cyclin T1 [Source:HGNC Symbol;Acc:HGNC:1599]	0.40822953	
M6PR	mannose-6-phosphate receptor, cation dependent [Source:HGNC Symbol;Acc:HGNC:6752]	0.40822476	
LRIF1	ligand dependent nuclear receptor interacting factor 1 [Source:HGNC Symbol;Acc:HGNC:30299]	0.40798444	
MAP3K5	mitogen-activated protein kinase kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6857]	0.40793934	
LINC00865	long intergenic non-protein coding RNA 865 [Source:HGNC Symbol;Acc:HGNC:45170]	0.4074939	
IGF2BP3	insulin like growth factor 2 mRNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:28868]	0.40721485	
TSG101	tumor susceptibility 101 [Source:HGNC Symbol;Acc:HGNC:15971]	0.4071148	
SNHG8	small nucleolar RNA host gene 8 [Source:HGNC Symbol;Acc:HGNC:33098]	0.40705472	
PTPRF	protein tyrosine phosphatase receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]	0.40702933	
SSR1P2	signal sequence receptor subunit 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39274]	0.40686554	
THSD7B	thrombospondin type 1 domain containing 7B [Source:HGNC Symbol;Acc:HGNC:29348]	0.40686554	
NSDHL	NAD(P) dependent steroid dehydrogenase-like [Source:HGNC Symbol;Acc:HGNC:13398]	0.40682444	
NAMPTP1	nicotinamide phosphoribosyltransferase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:17633]	0.40662894	
EIF3D	eukaryotic translation initiation factor 3 subunit D [Source:HGNC Symbol;Acc:HGNC:3278]	0.40659735	
ZNF597	zinc finger protein 597 [Source:HGNC Symbol;Acc:HGNC:26573]	0.4063135	
ATP6V0E1	ATPase H+ transporting V0 subunit e1 [Source:HGNC Symbol;Acc:HGNC:863]	0.40596405	
AC092295.2	novel transcript, antisense to ZNF566	0.4058809	
SCAF1	SR-related CTD associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30403]	0.40587622	
BSDC1	BSD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25501]	0.40585655	
EP300	E1A binding protein p300 [Source:HGNC Symbol;Acc:HGNC:3373]	0.40583768	
AL590627.1	forkhead box H1 (FOXH1) pseudogene	0.40574634	
PSMA6P2	proteasome subunit alpha 6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39607]	0.40563005	
SALRNA2	senescence associated long non-coding RNA 2 [Source:HGNC Symbol;Acc:HGNC:49003]	0.40563005	
ITM2BP1	integral membrane protein 2B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20919]	0.40563005	
HMGB1P31	high mobility group box 1 pseudogene 31 [Source:HGNC Symbol;Acc:HGNC:39122]	0.40563005	
MORF4L2P1	mortality factor 4 like 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20403]	0.40563005	
ATP11A	ATPase phospholipid transporting 11A [Source:HGNC Symbol;Acc:HGNC:13552]	0.4056047	
LGALS8	galectin 8 [Source:HGNC Symbol;Acc:HGNC:6569]	0.40553838	
RMDN2	regulator of microtubule dynamics 2 [Source:HGNC Symbol;Acc:HGNC:26567]	0.40547407	
CRPPA	CDP-L-ribitol pyrophosphorylase A [Source:HGNC Symbol;Acc:HGNC:37276]	0.4053994	
ANKRD40	ankyrin repeat domain 40 [Source:HGNC Symbol;Acc:HGNC:28233]	0.40530643	
SMIM12	small integral membrane protein 12 [Source:HGNC Symbol;Acc:HGNC:25154]	0.40514165	
RPL13P5	ribosomal protein L13 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:30363]	0.40510544	
APOL6	apolipoprotein L6 [Source:HGNC Symbol;Acc:HGNC:14870]	0.40506846	
ITK	IL2 inducible T cell kinase [Source:HGNC Symbol;Acc:HGNC:6171]	0.40482965	
LINC02145	long intergenic non-protein coding RNA 2145 [Source:HGNC Symbol;Acc:HGNC:53005]	0.40482965	
EAF2	ELL associated factor 2 [Source:HGNC Symbol;Acc:HGNC:23115]	0.40482965	
RPSAP18	ribosomal protein SA pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:36106]	0.40482965	
RPL23AP8	ribosomal protein L23a pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:23543]	0.40482965	
ADGRA1	adhesion G protein-coupled receptor A1 [Source:HGNC Symbol;Acc:HGNC:13838]	0.40482965	
NUTF2P7	nuclear transport factor 2 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:50458]	0.40482965	
SNHG21	small nucleolar RNA host gene 21 [Source:HGNC Symbol;Acc:HGNC:50284]	0.40471405	
TWF1P1	twinfilin 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:21736]	0.40460157	
S1PR3	sphingosine-1-phosphate receptor 3 [Source:HGNC Symbol;Acc:HGNC:3167]	0.40442938	
BZW1-AS1	BZW1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40839]	0.40413773	
IGFBP3	insulin like growth factor binding protein 3 [Source:HGNC Symbol;Acc:HGNC:5472]	0.40375146	
MTND5P28	MT-ND5 pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:42290]	0.40349436	
ZDHHC12	zinc finger DHHC-type palmitoyltransferase 12 [Source:HGNC Symbol;Acc:HGNC:19159]	0.40344593	
PARD6G-AS1	PARD6G antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44109]	0.40339616	
NBAS	NBAS subunit of NRZ tethering complex [Source:HGNC Symbol;Acc:HGNC:15625]	0.40330127	
MIR199A1	microRNA 199a-1 [Source:HGNC Symbol;Acc:HGNC:31571]	0.40315866	
MYCBP2-AS1	MYCBP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41023]	0.4030881	
RN7SL681P	RNA, 7SL, cytoplasmic 681, pseudogene [Source:HGNC Symbol;Acc:HGNC:46697]	0.4030881	
PPP1R15B	protein phosphatase 1 regulatory subunit 15B [Source:HGNC Symbol;Acc:HGNC:14951]	0.40297925	
GJB7	gap junction protein beta 7 [Source:HGNC Symbol;Acc:HGNC:16690]	0.4029406	
MFSD8	major facilitator superfamily domain containing 8 [Source:HGNC Symbol;Acc:HGNC:28486]	0.40281197	
RN7SL767P	RNA, 7SL, cytoplasmic 767, pseudogene [Source:HGNC Symbol;Acc:HGNC:46783]	0.40273803	
TBILA	TGF-beta induced lncRNA [Source:HGNC Symbol;Acc:HGNC:53943]	0.4027095	
NAGPA	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:17378]	0.40268713	
HECTD1	HECT domain E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:20157]	0.4026081	
CCNL2	cyclin L2 [Source:HGNC Symbol;Acc:HGNC:20570]	0.4025679	
CTAGE15	CTAGE family member 15 [Source:HGNC Symbol;Acc:HGNC:37295]	0.40250993	
FAM241A	family with sequence similarity 241 member A [Source:HGNC Symbol;Acc:HGNC:26813]	0.40244254	
UBE2J2	ubiquitin conjugating enzyme E2 J2 [Source:HGNC Symbol;Acc:HGNC:19268]	0.4024163	
CRPPA-AS1	CRPPA antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48962]	0.40238133	
TSR3	TSR3 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:14175]	0.40233812	
GFM1	G elongation factor mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:13780]	0.40233296	
IFNGR1	interferon gamma receptor 1 [Source:HGNC Symbol;Acc:HGNC:5439]	0.4021497	
C16orf91	chromosome 16 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:27558]	0.40209246	
ZNF83	zinc finger protein 83 [Source:HGNC Symbol;Acc:HGNC:13158]	0.40201455	
RASA4CP	RAS p21 protein activator 4C, pseudogene [Source:HGNC Symbol;Acc:HGNC:44185]	0.40191767	
EIF3G	eukaryotic translation initiation factor 3 subunit G [Source:HGNC Symbol;Acc:HGNC:3274]	0.40181115	
INTS4P2	integrator complex subunit 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:22351]	0.40171653	
RPL7AP30	ribosomal protein L7a pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:35757]	0.4016776	
ANXA5	annexin A5 [Source:HGNC Symbol;Acc:HGNC:543]	0.40166393	
SEC61A1	SEC61 translocon subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:18276]	0.4015781	
PHOX2A	paired like homeobox 2A [Source:HGNC Symbol;Acc:HGNC:691]	0.4015472	
AC005962.2	novel transcript, antisense to MKS1	0.4015472	
RNU4-39P	RNA, U4 small nuclear 39, pseudogene [Source:HGNC Symbol;Acc:HGNC:46975]	0.4015472	
AQP4-AS1	AQP4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26399]	0.4015472	
OR2A1-AS1	OR2A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49168]	0.4013765	
MAPRE3	microtubule associated protein RP/EB family member 3 [Source:HGNC Symbol;Acc:HGNC:6892]	0.4013082	
C11orf71	chromosome 11 open reading frame 71 [Source:HGNC Symbol;Acc:HGNC:25937]	0.40115756	
SNRNP27	small nuclear ribonucleoprotein U4/U6.U5 subunit 27 [Source:HGNC Symbol;Acc:HGNC:30240]	0.40104243	
VPS8	VPS8 subunit of CORVET complex [Source:HGNC Symbol;Acc:HGNC:29122]	0.40103972	
LINC00525	long intergenic non-protein coding RNA 525 [Source:HGNC Symbol;Acc:HGNC:40290]	0.4009087	
HDAC10	histone deacetylase 10 [Source:HGNC Symbol;Acc:HGNC:18128]	0.4008652	
EMD	emerin [Source:HGNC Symbol;Acc:HGNC:3331]	0.40080264	
FLNA	filamin A [Source:HGNC Symbol;Acc:HGNC:3754]	0.40074202	
LRRC6	leucine rich repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:16725]	0.40059358	
MIR4296	microRNA 4296 [Source:HGNC Symbol;Acc:HGNC:38178]	0.40056866	
HMGN2P35	high mobility group nucleosomal binding domain 2 pseudogene 35 [Source:HGNC Symbol;Acc:HGNC:39406]	0.4004953	
USP47	ubiquitin specific peptidase 47 [Source:HGNC Symbol;Acc:HGNC:20076]	0.40020552	
AC138866.1	GUSB pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:54496]	0.3999066	
PACERR	PTGS2 antisense NFKB1 complex-mediated expression regulator RNA [Source:HGNC Symbol;Acc:HGNC:50552]	0.39981812	
OSBPL3	oxysterol binding protein like 3 [Source:HGNC Symbol;Acc:HGNC:16370]	0.39975014	
RBFOX2	RNA binding fox-1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:9906]	0.39973867	
GTF3C4	general transcription factor IIIC subunit 4 [Source:HGNC Symbol;Acc:HGNC:4667]	0.39966264	
PFKL	phosphofructokinase, liver type [Source:HGNC Symbol;Acc:HGNC:8876]	0.39959395	
RLIM	ring finger protein, LIM domain interacting [Source:HGNC Symbol;Acc:HGNC:13429]	0.3994358	
JMY	junction mediating and regulatory protein, p53 cofactor [Source:HGNC Symbol;Acc:HGNC:28916]	0.3993843	
INPP5E	inositol polyphosphate-5-phosphatase E [Source:HGNC Symbol;Acc:HGNC:21474]	0.39929932	
EPS15	epidermal growth factor receptor pathway substrate 15 [Source:HGNC Symbol;Acc:HGNC:3419]	0.39912453	
AKT1S1	AKT1 substrate 1 [Source:HGNC Symbol;Acc:HGNC:28426]	0.39904353	
CARS1	cysteinyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:1493]	0.39900574	
PEAK3	PEAK family member 3 [Source:HGNC Symbol;Acc:HGNC:24793]	0.39900434	
JMJD6	jumonji domain containing 6, arginine demethylase and lysine hydroxylase [Source:HGNC Symbol;Acc:HGNC:19355]	0.3989824	
CFAP410	cilia and flagella associated protein 410 [Source:HGNC Symbol;Acc:HGNC:1260]	0.39889508	
LOX	lysyl oxidase [Source:HGNC Symbol;Acc:HGNC:6664]	0.3986876	
C1orf146	chromosome 1 open reading frame 146 [Source:HGNC Symbol;Acc:HGNC:24032]	0.39862165	
AL590762.1	PABPN1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54988]	0.39845097	
GTF2E2	general transcription factor IIE subunit 2 [Source:HGNC Symbol;Acc:HGNC:4651]	0.39824486	
TCAP	titin-cap [Source:HGNC Symbol;Acc:HGNC:11610]	0.39820892	
SNORA79B	small nucleolar RNA, H/ACA box 79B [Source:HGNC Symbol;Acc:HGNC:52222]	0.3979905	
TNKS2	tankyrase 2 [Source:HGNC Symbol;Acc:HGNC:15677]	0.39798617	
PLEKHA8	pleckstrin homology domain containing A8 [Source:HGNC Symbol;Acc:HGNC:30037]	0.39760223	
LILRB3	leukocyte immunoglobulin like receptor B3 [Source:HGNC Symbol;Acc:HGNC:6607]	0.3975456	
GLB1L	galactosidase beta 1 like [Source:HGNC Symbol;Acc:HGNC:28129]	0.39741933	
ATG4A	autophagy related 4A cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:16489]	0.39730638	
RHPN1-AS1	RHPN1 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:28457]	0.39714178	
RPS27L	ribosomal protein S27 like [Source:HGNC Symbol;Acc:HGNC:18476]	0.39696017	
LEPROT	leptin receptor overlapping transcript [Source:HGNC Symbol;Acc:HGNC:29477]	0.39673585	
MAU2	MAU2 sister chromatid cohesion factor [Source:HGNC Symbol;Acc:HGNC:29140]	0.39666224	
VPS35	VPS35 retromer complex component [Source:HGNC Symbol;Acc:HGNC:13487]	0.3965002	
CHCHD2	coiled-coil-helix-coiled-coil-helix domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21645]	0.3963682	
KAZALD1	Kazal type serine peptidase inhibitor domain 1 [Source:HGNC Symbol;Acc:HGNC:25460]	0.39628613	
SNORD38C	small nucleolar RNA, C/D box 38C [Source:HGNC Symbol;Acc:HGNC:52227]	0.39621505	
SNORD12C	small nucleolar RNA, C/D box 12C [Source:HGNC Symbol;Acc:HGNC:10105]	0.39601693	
MGP	matrix Gla protein [Source:HGNC Symbol;Acc:HGNC:7060]	0.39593312	
LMOD1	leiomodin 1 [Source:HGNC Symbol;Acc:HGNC:6647]	0.39593312	
AC011472.1	novel transcript, antisense to DOCK6	0.39593312	
ANAPC1P2	ANAPC1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54708]	0.39593312	
TRNP1	TMF1 regulated nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:34348]	0.3958865	
ZNF555	zinc finger protein 555 [Source:HGNC Symbol;Acc:HGNC:28382]	0.39587572	
STAT5A	signal transducer and activator of transcription 5A [Source:HGNC Symbol;Acc:HGNC:11366]	0.39587364	
LINC00623	long intergenic non-protein coding RNA 623 [Source:HGNC Symbol;Acc:HGNC:44252]	0.39586532	
RBFA	ribosome binding factor A [Source:HGNC Symbol;Acc:HGNC:26120]	0.395825	
DPH3	diphthamide biosynthesis 3 [Source:HGNC Symbol;Acc:HGNC:27717]	0.39578518	
ZMYND12	zinc finger MYND-type containing 12 [Source:HGNC Symbol;Acc:HGNC:21192]	0.3954093	
FOXN3	forkhead box N3 [Source:HGNC Symbol;Acc:HGNC:1928]	0.39521	
CYBA	cytochrome b-245 alpha chain [Source:HGNC Symbol;Acc:HGNC:2577]	0.395125	
ZNF268	zinc finger protein 268 [Source:HGNC Symbol;Acc:HGNC:13061]	0.395117	
RPL13A	ribosomal protein L13a [Source:HGNC Symbol;Acc:HGNC:10304]	0.39494556	
SRM	spermidine synthase [Source:HGNC Symbol;Acc:HGNC:11296]	0.39489156	
CRTC1	CREB regulated transcription coactivator 1 [Source:HGNC Symbol;Acc:HGNC:16062]	0.39480996	
PRAF2	PRA1 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:28911]	0.39449888	
BAG3	BAG cochaperone 3 [Source:HGNC Symbol;Acc:HGNC:939]	0.39417586	
CSRP1	cysteine and glycine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:2469]	0.39375693	
ANXA2P2	annexin A2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:539]	0.39317554	
